scenario_id,decision_type,architecture,model,run,failed_criteria,total_scenarios,total_api_calls,total_latency_ms,total_tokens_input,total_tokens_output,successful_calls,failed_calls,successful_scenarios,failed_scenarios,EXTRACTION_INVALID_JSON,FAILED_MISSING_SCORE,FAILED_OUT_OF_BOUNDS,FAILED_INVALID_SCORE_TYPE,FAILED_API_EXHAUSTED,FAILED_UNKNOWN,avg_latency_ms,scenario_success_rate,FAILED_EXTRACTION_NON_JSON_WRAPPER,FAILED_EXTRACTION_INVALID_DECISION_TYPE,FAILED_EXTRACTION_INVALID_CALCULATOR,FAILED_EXTRACTION_MISSING_PARAMETERS,FAILED_EXTRACTION_INVALID_PARAMETERS,FAILED_EXTRACTION_DECISION_TYPE_MISMATCH,FAILED_EXTRACTION_EXCEPTION,FAILED_GROUND_TRUTH_CALCULATION_EXCEPTION,FAILED_GROUND_TRUTH_MISSING_KEY,success_rate
146,Shower,Direct_LLM_Scoring,deepseek,3,energy_cost_environmental_comfort_practicality,195,582,3928684.952020645,370617,250965,579,6,192,3,3,0.0,0.0,0.0,0,0,6750.317786977053,0.9846153846153847,,,,,,,,,,
185,Shower,Direct_LLM_Scoring,deepseek,4,energy_cost_environmental_comfort_practicality,195,582,4431486.002445221,372552,323757,582,3,194,1,0,0.0,0.0,0.0,0,0,7614.237117603472,0.9948717948717949,,,,,,,,,,
185,Shower,Direct_LLM_Scoring,deepseek,4,energy_cost_environmental_comfort_practicality,195,582,4431486.002445221,372552,323757,582,3,194,1,0,0.0,0.0,0.0,0,0,7614.237117603472,0.9948717948717949,,,,,,,,,,
185,Shower,Direct_LLM_Scoring,deepseek,4,energy_cost_environmental_comfort_practicality,195,582,4431486.002445221,372552,323757,582,3,194,1,0,0.0,0.0,0.0,0,0,7614.237117603472,0.9948717948717949,,,,,,,,,,
27,HVAC,LLM-Parameterized_Reference_Scoring,deepseek,2,energy_cost_environmental_comfort_practicality,195,195,609746.0732460022,91275,12261,194,1,194,1,0,,,,0,0,3126.9029397230884,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9948717948717949
27,HVAC,LLM-Parameterized_Reference_Scoring,deepseek,2,energy_cost_environmental_comfort_practicality,195,195,609746.0732460022,91275,12261,194,1,194,1,0,,,,0,0,3126.9029397230884,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9948717948717949
27,HVAC,LLM-Parameterized_Reference_Scoring,deepseek,2,energy_cost_environmental_comfort_practicality,195,195,609746.0732460022,91275,12261,194,1,194,1,0,,,,0,0,3126.9029397230884,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9948717948717949
59,HVAC,Example-Guided_LLM_Scoring,gemini,1,energy_cost_environmental_comfort_practicality,195,585,860745.1391220093,377819,24585,583,2,194,1,2,0.0,0.0,0.0,0,0,1471.3592121743748,,,,,,,,,,,0.996581
59,HVAC,Example-Guided_LLM_Scoring,gemini,1,energy_cost_environmental_comfort_practicality,195,585,860745.1391220093,377819,24585,583,2,194,1,2,0.0,0.0,0.0,0,0,1471.3592121743748,,,,,,,,,,,0.996581
59,HVAC,Example-Guided_LLM_Scoring,gemini,1,energy_cost_environmental_comfort_practicality,195,585,860745.1391220093,377819,24585,583,2,194,1,2,0.0,0.0,0.0,0,0,1471.3592121743748,,,,,,,,,,,0.996581
12,HVAC,Example-Guided_LLM_Scoring,gemini,2,energy_cost_environmental_comfort_practicality,195,585,1234258.0959796906,377817,90102,583,2,193,2,2,0.0,0.0,0.0,0,0,2109.842899110582,,,,,,,,,,,0.9897435897435898
12,HVAC,Example-Guided_LLM_Scoring,gemini,2,energy_cost_environmental_comfort_practicality,195,585,1234258.0959796906,377817,90102,583,2,193,2,2,0.0,0.0,0.0,0,0,2109.842899110582,,,,,,,,,,,0.9897435897435898
12,HVAC,Example-Guided_LLM_Scoring,gemini,2,energy_cost_environmental_comfort_practicality,195,585,1234258.0959796906,377817,90102,583,2,193,2,2,0.0,0.0,0.0,0,0,2109.842899110582,,,,,,,,,,,0.9897435897435898
114,Appliance,Example-Guided_LLM_Scoring,gemini,2,energy_cost_environmental_comfort_practicality,195,585,1234258.0959796906,377817,90102,583,2,193,2,2,0.0,0.0,0.0,0,0,2109.842899110582,,,,,,,,,,,0.9897435897435898
114,Appliance,Example-Guided_LLM_Scoring,gemini,2,energy_cost_environmental_comfort_practicality,195,585,1234258.0959796906,377817,90102,583,2,193,2,2,0.0,0.0,0.0,0,0,2109.842899110582,,,,,,,,,,,0.9897435897435898
114,Appliance,Example-Guided_LLM_Scoring,gemini,2,energy_cost_environmental_comfort_practicality,195,585,1234258.0959796906,377817,90102,583,2,193,2,2,0.0,0.0,0.0,0,0,2109.842899110582,,,,,,,,,,,0.9897435897435898
86,Appliance,Example-Guided_LLM_Scoring,gemini,3,energy_cost_environmental_comfort_practicality,195,585,867470.5123901367,377817,24453,583,2,193,2,2,0.0,0.0,0.0,0,0,1482.8555767352764,,,,,,,,,,,0.996581
86,Appliance,Example-Guided_LLM_Scoring,gemini,3,energy_cost_environmental_comfort_practicality,195,585,867470.5123901367,377817,24453,583,2,193,2,2,0.0,0.0,0.0,0,0,1482.8555767352764,,,,,,,,,,,0.996581
86,Appliance,Example-Guided_LLM_Scoring,gemini,3,energy_cost_environmental_comfort_practicality,195,585,867470.5123901367,377817,24453,583,2,193,2,2,0.0,0.0,0.0,0,0,1482.8555767352764,,,,,,,,,,,0.996581
93,Appliance,Example-Guided_LLM_Scoring,gemini,3,energy_cost_environmental_comfort_practicality,195,585,867470.5123901367,377817,24453,583,2,193,2,2,0.0,0.0,0.0,0,0,1482.8555767352764,,,,,,,,,,,0.996581
93,Appliance,Example-Guided_LLM_Scoring,gemini,3,energy_cost_environmental_comfort_practicality,195,585,867470.5123901367,377817,24453,583,2,193,2,2,0.0,0.0,0.0,0,0,1482.8555767352764,,,,,,,,,,,0.996581
93,Appliance,Example-Guided_LLM_Scoring,gemini,3,energy_cost_environmental_comfort_practicality,195,585,867470.5123901367,377817,24453,583,2,193,2,2,0.0,0.0,0.0,0,0,1482.8555767352764,,,,,,,,,,,0.996581
86,Appliance,Example-Guided_LLM_Scoring,gemini,4,energy_cost_environmental_comfort_practicality,195,585,931166.5198802948,377819,24744,583,2,193,2,2,0.0,0.0,0.0,0,0,1591.7376408210168,,,,,,,,,,,0.996581
86,Appliance,Example-Guided_LLM_Scoring,gemini,4,energy_cost_environmental_comfort_practicality,195,585,931166.5198802948,377819,24744,583,2,193,2,2,0.0,0.0,0.0,0,0,1591.7376408210168,,,,,,,,,,,0.996581
86,Appliance,Example-Guided_LLM_Scoring,gemini,4,energy_cost_environmental_comfort_practicality,195,585,931166.5198802948,377819,24744,583,2,193,2,2,0.0,0.0,0.0,0,0,1591.7376408210168,,,,,,,,,,,0.996581
133,Appliance,Example-Guided_LLM_Scoring,gemini,4,energy_cost_environmental_comfort_practicality,195,585,931166.5198802948,377819,24744,583,2,193,2,2,0.0,0.0,0.0,0,0,1591.7376408210168,,,,,,,,,,,0.996581
133,Appliance,Example-Guided_LLM_Scoring,gemini,4,energy_cost_environmental_comfort_practicality,195,585,931166.5198802948,377819,24744,583,2,193,2,2,0.0,0.0,0.0,0,0,1591.7376408210168,,,,,,,,,,,0.996581
133,Appliance,Example-Guided_LLM_Scoring,gemini,4,energy_cost_environmental_comfort_practicality,195,585,931166.5198802948,377819,24744,583,2,193,2,2,0.0,0.0,0.0,0,0,1591.7376408210168,,,,,,,,,,,0.996581
57,HVAC,Example-Guided_LLM_Scoring,gemini,5,energy_cost_environmental_comfort_practicality,195,585,1250624.4614124298,377819,90316,582,3,192,3,3,0.0,0.0,0.0,0,0,2137.8195921579995,,,,,,,,,,,0.994872
57,HVAC,Example-Guided_LLM_Scoring,gemini,5,energy_cost_environmental_comfort_practicality,195,585,1250624.4614124298,377819,90316,582,3,192,3,3,0.0,0.0,0.0,0,0,2137.8195921579995,,,,,,,,,,,0.994872
57,HVAC,Example-Guided_LLM_Scoring,gemini,5,energy_cost_environmental_comfort_practicality,195,585,1250624.4614124298,377819,90316,582,3,192,3,3,0.0,0.0,0.0,0,0,2137.8195921579995,,,,,,,,,,,0.994872
95,Appliance,Example-Guided_LLM_Scoring,gemini,5,energy_cost_environmental_comfort_practicality,195,585,1250624.4614124298,377819,90316,582,3,192,3,3,0.0,0.0,0.0,0,0,2137.8195921579995,,,,,,,,,,,0.994872
95,Appliance,Example-Guided_LLM_Scoring,gemini,5,energy_cost_environmental_comfort_practicality,195,585,1250624.4614124298,377819,90316,582,3,192,3,3,0.0,0.0,0.0,0,0,2137.8195921579995,,,,,,,,,,,0.994872
95,Appliance,Example-Guided_LLM_Scoring,gemini,5,energy_cost_environmental_comfort_practicality,195,585,1250624.4614124298,377819,90316,582,3,192,3,3,0.0,0.0,0.0,0,0,2137.8195921579995,,,,,,,,,,,0.994872
103,Appliance,Example-Guided_LLM_Scoring,gemini,5,energy_cost_environmental_comfort_practicality,195,585,1250624.4614124298,377819,90316,582,3,192,3,3,0.0,0.0,0.0,0,0,2137.8195921579995,,,,,,,,,,,0.994872
103,Appliance,Example-Guided_LLM_Scoring,gemini,5,energy_cost_environmental_comfort_practicality,195,585,1250624.4614124298,377819,90316,582,3,192,3,3,0.0,0.0,0.0,0,0,2137.8195921579995,,,,,,,,,,,0.994872
103,Appliance,Example-Guided_LLM_Scoring,gemini,5,energy_cost_environmental_comfort_practicality,195,585,1250624.4614124298,377819,90316,582,3,192,3,3,0.0,0.0,0.0,0,0,2137.8195921579995,,,,,,,,,,,0.994872
3,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
3,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
3,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
4,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
4,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
4,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
5,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
5,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
5,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
6,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
6,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
6,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
12,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
12,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
12,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
14,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
14,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
14,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
17,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
17,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
17,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
19,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
19,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
19,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
23,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
23,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
23,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
25,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
25,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
25,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
28,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
28,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
28,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
29,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
29,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
29,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
32,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
32,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
32,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
34,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
34,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
34,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
40,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
40,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
40,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
41,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
41,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
