architecture,run,decision_type,kendall_tau,spearman_rho,top1_accuracy,top2_accuracy,overall_mae,overall_rmse,overall_rmse_mae_ratio,energy_cost_mae,environmental_mae,comfort_mae,practicality_mae,energy_cost_rmse,environmental_rmse,comfort_rmse,practicality_rmse,n_scenarios,n_failed,n_total,model
Direct_LLM_Scoring,3,Appliance,-0.0462,-0.0923,0.2308,0.5692,0.2727,0.3592,1.3172,0.333,0.3709,0.1693,0.2177,0.4123,0.4433,0.2558,0.2901,65,0,0,gemini
Direct_LLM_Scoring,3,Shower,0.5889,0.65,0.5833,0.9167,0.1363,0.1848,1.3558,0.1047,0.0839,0.1318,0.2249,0.1384,0.1153,0.179,0.2686,60,0,0,gemini
Direct_LLM_Scoring,4,Overall,0.1829,0.1667,0.3641,0.6923,0.2209,0.297,1.3445,0.2522,0.2522,0.1667,0.2125,0.3377,0.3397,0.2273,0.2677,195,0,195,gemini
Direct_LLM_Scoring,4,HVAC,-0.0667,-0.0929,0.2429,0.5857,0.2446,0.3106,1.2698,0.2971,0.2857,0.1966,0.1991,0.3742,0.3588,0.2426,0.2413,70,0,0,gemini
Direct_LLM_Scoring,4,Appliance,-0.0051,-0.0769,0.2615,0.5692,0.2734,0.3603,1.3178,0.3373,0.3694,0.1654,0.2213,0.4155,0.4413,0.2487,0.3001,65,0,0,gemini
Direct_LLM_Scoring,4,Shower,0.6778,0.7333,0.6167,0.95,0.1364,0.1827,1.3394,0.1076,0.0862,0.1333,0.2185,0.1418,0.1178,0.1794,0.2596,60,0,0,gemini
Direct_LLM_Scoring,5,Overall,0.1863,0.1872,0.359,0.7128,0.2191,0.2954,1.3482,0.247,0.2461,0.1725,0.2109,0.3325,0.335,0.2355,0.2662,195,0,195,gemini
Direct_LLM_Scoring,5,HVAC,-0.0095,0.0,0.2571,0.6429,0.2387,0.3043,1.2748,0.2862,0.2729,0.2011,0.1946,0.3633,0.3464,0.2451,0.2418,70,0,0,gemini
Direct_LLM_Scoring,5,Appliance,-0.0154,-0.0692,0.2308,0.6,0.2754,0.3632,1.3188,0.3345,0.3682,0.1781,0.2208,0.4144,0.4423,0.2691,0.2965,65,0,0,gemini
Direct_LLM_Scoring,5,Shower,0.6333,0.6833,0.6167,0.9167,0.1353,0.1808,1.3363,0.1064,0.0824,0.1332,0.2193,0.1387,0.113,0.1782,0.2587,60,0,0,gemini
Example-Guided_LLM_Scoring,1,Overall,0.2852,0.3041,0.4691,0.8041,0.1587,0.2327,1.4663,0.1775,0.1651,0.1416,0.1504,0.2552,0.25,0.2063,0.2155,194,1,195,gemini
Example-Guided_LLM_Scoring,1,HVAC,-0.1304,-0.1014,0.1304,0.7101,0.2027,0.2757,1.3601,0.2554,0.2529,0.146,0.1563,0.3406,0.3365,0.1862,0.2006,69,0,0,gemini
Example-Guided_LLM_Scoring,1,Appliance,0.2923,0.2769,0.5385,0.7385,0.1611,0.2435,1.5115,0.1701,0.1545,0.1611,0.1587,0.2337,0.2352,0.251,0.2536,65,0,0,gemini
Example-Guided_LLM_Scoring,1,Shower,0.7556,0.8,0.7833,0.9833,0.1054,0.153,1.4516,0.0961,0.0754,0.1153,0.1348,0.1341,0.1093,0.1718,0.185,60,0,0,gemini
Example-Guided_LLM_Scoring,2,Overall,0.3299,0.3523,0.513,0.7927,0.1575,0.2307,1.4648,0.1754,0.1663,0.14,0.1484,0.2519,0.251,0.204,0.2118,193,2,195,gemini
Example-Guided_LLM_Scoring,2,HVAC,-0.0725,-0.0435,0.2319,0.6377,0.2026,0.275,1.3574,0.2547,0.2535,0.1473,0.155,0.3388,0.3366,0.1882,0.1977,69,0,0,gemini
Example-Guided_LLM_Scoring,2,Appliance,0.3542,0.3516,0.5625,0.7812,0.1586,0.2398,1.512,0.1667,0.1571,0.1537,0.157,0.2251,0.237,0.243,0.2532,64,0,0,gemini
Example-Guided_LLM_Scoring,2,Shower,0.7667,0.8083,0.7833,0.9833,0.1045,0.1512,1.4469,0.0937,0.0757,0.1169,0.1316,0.1342,0.1115,0.1736,0.1758,60,0,0,gemini
Example-Guided_LLM_Scoring,3,Overall,0.2953,0.3161,0.4663,0.7927,0.1586,0.2312,1.4578,0.1772,0.1661,0.1388,0.1523,0.2528,0.2495,0.202,0.2164,193,2,195,gemini
Example-Guided_LLM_Scoring,3,HVAC,-0.1238,-0.1071,0.1286,0.6714,0.2026,0.2748,1.3564,0.2589,0.2563,0.1409,0.1542,0.341,0.3368,0.1802,0.1999,70,0,0,gemini
Example-Guided_LLM_Scoring,3,Appliance,0.3333,0.3333,0.5556,0.746,0.1596,0.2392,1.4987,0.1656,0.1534,0.1581,0.1614,0.2226,0.231,0.2461,0.2559,63,0,0,gemini
Example-Guided_LLM_Scoring,3,Shower,0.7444,0.7917,0.7667,0.9833,0.1062,0.1539,1.4492,0.0942,0.0741,0.116,0.1404,0.1336,0.1088,0.1727,0.1877,60,0,0,gemini
Example-Guided_LLM_Scoring,4,Overall,0.3195,0.3316,0.487,0.7927,0.1572,0.2283,1.4523,0.1741,0.1639,0.1404,0.1504,0.2473,0.2472,0.2023,0.2128,193,2,195,gemini
Example-Guided_LLM_Scoring,4,HVAC,-0.1143,-0.0929,0.1429,0.6571,0.1988,0.2698,1.3571,0.2525,0.251,0.142,0.1497,0.334,0.3318,0.1801,0.1924,70,0,0,gemini
Example-Guided_LLM_Scoring,4,Appliance,0.3545,0.3333,0.5556,0.7619,0.1595,0.2373,1.4878,0.161,0.1518,0.162,0.1632,0.2151,0.2298,0.2472,0.2552,63,0,0,gemini
Example-Guided_LLM_Scoring,4,Shower,0.7889,0.825,0.8167,0.9833,0.1062,0.1536,1.4463,0.0963,0.0749,0.1158,0.1377,0.1344,0.1124,0.172,0.1846,60,0,0,gemini
Example-Guided_LLM_Scoring,5,Overall,0.3194,0.3359,0.5,0.7969,0.1599,0.2328,1.4559,0.1801,0.166,0.1394,0.1541,0.259,0.2503,0.2008,0.2164,192,3,195,gemini
Example-Guided_LLM_Scoring,5,HVAC,-0.1401,-0.1232,0.1304,0.6522,0.2081,0.2833,1.3614,0.2665,0.264,0.1421,0.16,0.3529,0.3483,0.1827,0.2045,69,0,0,gemini
Example-Guided_LLM_Scoring,5,Appliance,0.3862,0.381,0.6032,0.7778,0.1583,0.2346,1.482,0.1656,0.1441,0.158,0.1656,0.2253,0.2155,0.2403,0.2553,63,0,0,gemini
Example-Guided_LLM_Scoring,5,Shower,0.7778,0.8167,0.8167,0.9833,0.1061,0.153,1.442,0.096,0.0762,0.1167,0.1353,0.1347,0.1104,0.1732,0.1825,60,0,0,gemini
LLM-Parameterized_Reference_Scoring,1,Overall,0.9214,0.9333,0.9282,0.9846,0.0469,0.0994,2.1194,0.0686,0.09,0.0092,0.0199,0.1155,0.1466,0.0399,0.0554,195,0,195,gemini
LLM-Parameterized_Reference_Scoring,1,HVAC,0.9714,0.9786,0.9571,1.0,0.0292,0.0558,1.911,0.044,0.0429,0.0,0.03,0.0748,0.0724,0.0,0.0402,70,0,0,gemini
LLM-Parameterized_Reference_Scoring,1,Appliance,0.959,0.9692,0.9692,1.0,0.0648,0.1303,2.0108,0.0961,0.1614,0.0008,0.0009,0.1461,0.2156,0.0045,0.0051,65,0,0,gemini
LLM-Parameterized_Reference_Scoring,1,Shower,0.8222,0.8417,0.85,0.95,0.0483,0.1003,2.0766,0.0677,0.0678,0.029,0.0289,0.1169,0.1157,0.0718,0.0898,60,0,0,gemini
LLM-Parameterized_Reference_Scoring,2,Overall,0.9248,0.9359,0.9333,0.9846,0.0477,0.0998,2.0922,0.0701,0.092,0.0091,0.0197,0.1162,0.1472,0.0399,0.0553,195,0,195,gemini
LLM-Parameterized_Reference_Scoring,2,HVAC,0.981,0.9857,0.9714,1.0,0.0302,0.0572,1.894,0.0464,0.0451,0.0,0.0293,0.0772,0.0746,0.0,0.0397,70,0,0,gemini
LLM-Parameterized_Reference_Scoring,2,Appliance,0.959,0.9692,0.9692,1.0,0.066,0.1306,1.9788,0.0979,0.1648,0.0006,0.0007,0.1466,0.2161,0.0041,0.0048,65,0,0,gemini
LLM-Parameterized_Reference_Scoring,2,Shower,0.8222,0.8417,0.85,0.95,0.0483,0.1003,2.0766,0.0677,0.0678,0.029,0.0289,0.1169,0.1157,0.0718,0.0898,60,0,0,gemini
LLM-Parameterized_Reference_Scoring,3,Overall,0.9248,0.9359,0.9333,0.9846,0.0471,0.1001,2.1253,0.0685,0.0905,0.0091,0.0202,0.1158,0.1479,0.0399,0.0565,195,0,195,gemini
LLM-Parameterized_Reference_Scoring,3,HVAC,0.981,0.9857,0.9714,1.0,0.0286,0.0561,1.9615,0.0425,0.042,0.0,0.0297,0.0749,0.0734,0.0,0.04,70,0,0,gemini
LLM-Parameterized_Reference_Scoring,3,Appliance,0.959,0.9692,0.9692,1.0,0.0655,0.1314,2.0061,0.0971,0.1637,0.0005,0.0006,0.1469,0.2178,0.0034,0.0042,65,0,0,gemini
LLM-Parameterized_Reference_Scoring,3,Shower,0.8222,0.8417,0.85,0.95,0.0487,0.1009,2.0719,0.0677,0.0678,0.029,0.0305,0.1169,0.1157,0.0718,0.0922,60,0,0,gemini
LLM-Parameterized_Reference_Scoring,4,Overall,0.9248,0.9359,0.9333,0.9846,0.0487,0.1025,2.1047,0.0717,0.0948,0.0089,0.0194,0.1191,0.1524,0.0398,0.055,195,0,195,gemini
LLM-Parameterized_Reference_Scoring,4,HVAC,0.981,0.9857,0.9714,1.0,0.031,0.0615,1.9839,0.0477,0.047,0.0,0.0292,0.0828,0.0822,0.0,0.039,70,0,0,gemini
LLM-Parameterized_Reference_Scoring,4,Appliance,0.959,0.9692,0.9692,1.0,0.0681,0.1348,1.9794,0.1012,0.1711,0.0001,0.0001,0.1503,0.2238,0.0007,0.0007,65,0,0,gemini
LLM-Parameterized_Reference_Scoring,4,Shower,0.8222,0.8417,0.85,0.95,0.0483,0.1003,2.0766,0.0677,0.0678,0.029,0.0289,0.1169,0.1157,0.0718,0.0898,60,0,0,gemini
LLM-Parameterized_Reference_Scoring,5,Overall,0.9214,0.9333,0.9282,0.9846,0.048,0.1015,2.1146,0.0701,0.0933,0.009,0.0195,0.1172,0.1512,0.0398,0.0552,195,0,195,gemini
LLM-Parameterized_Reference_Scoring,5,HVAC,0.9714,0.9786,0.9571,1.0,0.0288,0.0548,1.9028,0.0432,0.0425,0.0,0.0293,0.0728,0.0715,0.0,0.0398,70,0,0,gemini
LLM-Parameterized_Reference_Scoring,5,Appliance,0.959,0.9692,0.9692,1.0,0.0683,0.1356,1.9854,0.1011,0.1715,0.0003,0.0003,0.1512,0.2251,0.0021,0.0021,65,0,0,gemini
LLM-Parameterized_Reference_Scoring,5,Shower,0.8222,0.8417,0.85,0.95,0.0483,0.1003,2.0766,0.0677,0.0678,0.029,0.0289,0.1169,0.1157,0.0718,0.0898,60,0,0,gemini
