architecture,run,decision_type,kendall_tau,spearman_rho,top1_accuracy,top2_accuracy,overall_mae,overall_rmse,overall_rmse_mae_ratio,energy_cost_mae,environmental_mae,comfort_mae,practicality_mae,energy_cost_rmse,environmental_rmse,comfort_rmse,practicality_rmse,n_scenarios,n_failed,n_total,model
Example-Guided_LLM_Scoring,1,Overall,0.2581,0.2795,0.441,0.7795,0.171,0.2445,1.4298,0.1767,0.1716,0.1571,0.1788,0.2554,0.2542,0.2147,0.2514,195,0,195,gptoss
Example-Guided_LLM_Scoring,1,HVAC,0.2381,0.2857,0.4143,0.7857,0.1681,0.2398,1.4265,0.2087,0.2077,0.1406,0.1153,0.2904,0.2872,0.1909,0.1639,70,0,0,gptoss
Example-Guided_LLM_Scoring,1,Appliance,-0.0359,-0.0692,0.3077,0.6462,0.2158,0.2945,1.3647,0.1946,0.1867,0.2134,0.2685,0.2771,0.284,0.269,0.3422,65,0,0,gptoss
Example-Guided_LLM_Scoring,1,Shower,0.6,0.65,0.6167,0.9167,0.126,0.1824,1.4476,0.1201,0.113,0.1152,0.1558,0.1746,0.1625,0.1702,0.2173,60,0,0,gptoss
Example-Guided_LLM_Scoring,2,Overall,0.2786,0.2897,0.4821,0.7538,0.1693,0.2435,1.4383,0.1721,0.1649,0.1551,0.1851,0.2503,0.252,0.2136,0.2558,195,0,195,gptoss
Example-Guided_LLM_Scoring,2,HVAC,0.2,0.2143,0.4571,0.7286,0.1717,0.2474,1.4409,0.2122,0.2088,0.1502,0.1155,0.3026,0.2964,0.2009,0.1582,70,0,0,gptoss
Example-Guided_LLM_Scoring,2,Appliance,-0.0051,-0.0308,0.3077,0.6154,0.2104,0.2898,1.3774,0.1792,0.174,0.2054,0.2832,0.2552,0.2771,0.2643,0.3523,65,0,0,gptoss
Example-Guided_LLM_Scoring,2,Shower,0.6778,0.725,0.7,0.9333,0.122,0.1743,1.4287,0.1176,0.1039,0.1063,0.1602,0.1618,0.1441,0.1597,0.2215,60,0,0,gptoss
Example-Guided_LLM_Scoring,3,Overall,0.2581,0.2718,0.4923,0.7641,0.1665,0.2373,1.4252,0.1682,0.1598,0.1532,0.1847,0.2393,0.2365,0.211,0.2597,195,0,195,gptoss
Example-Guided_LLM_Scoring,3,HVAC,0.2952,0.3286,0.5143,0.7714,0.1569,0.2217,1.413,0.1877,0.1871,0.1392,0.1134,0.2589,0.2598,0.1903,0.1608,70,0,0,gptoss
Example-Guided_LLM_Scoring,3,Appliance,-0.1077,-0.1385,0.3077,0.6,0.2152,0.2925,1.3592,0.1954,0.1761,0.2071,0.2821,0.2733,0.2726,0.2629,0.3525,65,0,0,gptoss
Example-Guided_LLM_Scoring,3,Shower,0.6111,0.65,0.6667,0.9333,0.1249,0.1814,1.4524,0.1161,0.1102,0.1111,0.1624,0.1641,0.1501,0.1662,0.2334,60,0,0,gptoss
Example-Guided_LLM_Scoring,4,Overall,0.2308,0.2564,0.4667,0.7282,0.1712,0.2448,1.4299,0.1745,0.1659,0.1595,0.1848,0.2542,0.2484,0.2177,0.2569,195,0,195,gptoss
Example-Guided_LLM_Scoring,4,HVAC,0.2571,0.3071,0.4857,0.7714,0.167,0.2381,1.4257,0.2072,0.2027,0.1414,0.1167,0.2917,0.2853,0.188,0.1579,70,0,0,gptoss
Example-Guided_LLM_Scoring,4,Appliance,-0.1385,-0.1692,0.2615,0.4923,0.2183,0.2992,1.3706,0.1927,0.1773,0.2168,0.2864,0.2784,0.2742,0.2766,0.3591,65,0,0,gptoss
Example-Guided_LLM_Scoring,4,Shower,0.6,0.6583,0.6667,0.9333,0.1251,0.1778,1.4213,0.1166,0.1106,0.1187,0.1543,0.1635,0.1554,0.1731,0.2136,60,0,0,gptoss
Example-Guided_LLM_Scoring,5,Overall,0.3368,0.3564,0.4872,0.8,0.1669,0.2407,1.4422,0.1708,0.1681,0.1501,0.1786,0.2497,0.2543,0.2057,0.2499,195,0,195,gptoss
Example-Guided_LLM_Scoring,5,HVAC,0.3333,0.3714,0.4714,0.8143,0.1687,0.2425,1.4375,0.2085,0.2071,0.148,0.1111,0.2929,0.2896,0.2012,0.1586,70,0,0,gptoss
Example-Guided_LLM_Scoring,5,Appliance,0.0462,0.0231,0.3385,0.6154,0.2084,0.287,1.3772,0.1844,0.1843,0.1925,0.2726,0.2646,0.288,0.2459,0.3408,65,0,0,gptoss
Example-Guided_LLM_Scoring,5,Shower,0.6556,0.7,0.6667,0.9833,0.1198,0.1744,1.4558,0.1119,0.1051,0.1066,0.1557,0.1633,0.15,0.1574,0.2185,60,0,0,gptoss
LLM-Parameterized_Reference_Scoring,1,Overall,0.9059,0.9147,0.9294,0.9706,0.0509,0.0996,1.9568,0.0786,0.0952,0.0102,0.0196,0.1224,0.139,0.0427,0.0599,170,25,195,gptoss
LLM-Parameterized_Reference_Scoring,1,HVAC,0.9704,0.9778,0.9778,1.0,0.0483,0.0944,1.9545,0.0818,0.0802,0.0,0.0313,0.1321,0.1291,0.0,0.0397,45,0,0,gptoss
LLM-Parameterized_Reference_Scoring,1,Appliance,0.9795,0.9846,1.0,1.0,0.0493,0.0966,1.9594,0.0759,0.1215,0.0,0.0,0.1098,0.1589,0.0,0.0,65,0,0,gptoss
LLM-Parameterized_Reference_Scoring,1,Shower,0.7778,0.7917,0.8167,0.9167,0.0545,0.1065,1.9541,0.0791,0.0778,0.029,0.0322,0.1277,0.1221,0.0718,0.0948,60,0,0,gptoss
LLM-Parameterized_Reference_Scoring,2,Overall,0.8974,0.9112,0.9172,0.9763,0.0514,0.1016,1.9767,0.0765,0.0971,0.0103,0.0217,0.1216,0.1436,0.0428,0.0638,169,26,195,gptoss
LLM-Parameterized_Reference_Scoring,2,HVAC,0.9242,0.9432,0.9091,1.0,0.0501,0.0939,1.8743,0.0835,0.081,0.0,0.0359,0.1308,0.1274,0.0,0.0437,44,0,0,gptoss
LLM-Parameterized_Reference_Scoring,2,Appliance,0.9692,0.9769,0.9846,1.0,0.0546,0.1082,1.9817,0.0823,0.136,0.0,0.0,0.1247,0.1769,0.0,0.0,65,0,0,gptoss
LLM-Parameterized_Reference_Scoring,2,Shower,0.8,0.8167,0.85,0.9333,0.049,0.0997,2.0347,0.0653,0.0668,0.029,0.0348,0.1108,0.1107,0.0718,0.1004,60,0,0,gptoss
LLM-Parameterized_Reference_Scoring,3,Overall,0.8966,0.908,0.9138,0.9828,0.0545,0.1089,1.9982,0.0814,0.1025,0.01,0.024,0.1304,0.1557,0.0422,0.0663,174,21,195,gptoss
LLM-Parameterized_Reference_Scoring,3,HVAC,0.9456,0.9592,0.9592,1.0,0.0556,0.111,1.9964,0.0929,0.0916,0.0,0.038,0.1539,0.1526,0.0,0.0478,49,0,0,gptoss
LLM-Parameterized_Reference_Scoring,3,Appliance,0.959,0.9692,0.9846,1.0,0.0547,0.1112,2.0329,0.0801,0.1389,0.0,0.0,0.1192,0.1877,0.0,0.0,65,0,0,gptoss
LLM-Parameterized_Reference_Scoring,3,Shower,0.7889,0.8,0.8,0.95,0.0532,0.1047,1.968,0.0735,0.0718,0.029,0.0385,0.1209,0.1147,0.0718,0.1044,60,0,0,gptoss
LLM-Parameterized_Reference_Scoring,4,Overall,0.901,0.92,0.9143,0.9943,0.051,0.0989,1.9392,0.0777,0.0969,0.0099,0.0193,0.1201,0.1404,0.042,0.0565,175,20,195,gptoss
LLM-Parameterized_Reference_Scoring,4,HVAC,0.9333,0.95,0.92,1.0,0.0481,0.095,1.9751,0.0796,0.0789,0.0,0.0339,0.1311,0.1306,0.0,0.0435,50,0,0,gptoss
LLM-Parameterized_Reference_Scoring,4,Appliance,0.959,0.9692,0.9846,1.0,0.0507,0.0979,1.931,0.0758,0.1269,0.0,0.0,0.1088,0.1629,0.0,0.0,65,0,0,gptoss
LLM-Parameterized_Reference_Scoring,4,Shower,0.8111,0.8417,0.8333,0.9833,0.0537,0.1029,1.9162,0.0781,0.0793,0.029,0.0282,0.122,0.1207,0.0718,0.0879,60,0,0,gptoss
LLM-Parameterized_Reference_Scoring,5,Overall,0.8863,0.9029,0.9118,0.9824,0.0516,0.0984,1.907,0.0772,0.0971,0.0102,0.0217,0.1171,0.1386,0.0427,0.0629,170,25,195,gptoss
LLM-Parameterized_Reference_Scoring,5,HVAC,0.9407,0.9556,0.9333,1.0,0.0536,0.1036,1.9328,0.0887,0.0886,0.0,0.0371,0.1427,0.1427,0.0,0.047,45,0,0,gptoss
LLM-Parameterized_Reference_Scoring,5,Appliance,0.9692,0.9769,0.9846,1.0,0.0482,0.091,1.888,0.071,0.1217,0.0,0.0,0.0966,0.1544,0.0,0.0,65,0,0,gptoss
LLM-Parameterized_Reference_Scoring,5,Shower,0.7556,0.7833,0.8167,0.95,0.0537,0.1019,1.8976,0.0753,0.0768,0.029,0.0337,0.1162,0.1154,0.0718,0.0977,60,0,0,gptoss
