model,arm,source_run,decision_type,scenario_id,failed,kendall_tau,top1,mae
deepseek,extracted_per_run,shippedrun_03,HVAC,3,False,1.0,1.0,0.045000000000000005
deepseek,extracted_per_run,shippedrun_04,HVAC,3,False,1.0,1.0,0.045000000000000005
deepseek,extracted_per_run,shippedrun_05,HVAC,3,False,1.0,1.0,0.045000000000000005
deepseek,order_control,control_01,HVAC,3,False,1.0,1.0,0.045000000000000005
deepseek,order_control,control_02,HVAC,3,False,1.0,1.0,0.045000000000000005
deepseek,order_control,control_03,HVAC,3,False,1.0,1.0,0.045000000000000005
deepseek,order_reversed,reversed_01,HVAC,3,False,1.0,1.0,0.04750000000000001
deepseek,order_reversed,reversed_02,HVAC,3,False,1.0,1.0,0.045000000000000005
deepseek,order_reversed,reversed_03,HVAC,3,False,1.0,1.0,0.045000000000000005
deepseek,order_reversed,reversed_04,HVAC,3,False,1.0,1.0,0.045000000000000005
deepseek,order_reversed,reversed_05,HVAC,3,False,1.0,1.0,0.045000000000000005
deepseek,extracted,,HVAC,4,False,1.0,1.0,0.02250000000000002
deepseek,default_params,,HVAC,4,False,1.0,1.0,0.043333333333333335
deepseek,extracted_per_run,shippedrun_01,HVAC,4,False,1.0,1.0,0.06083333333333335
deepseek,extracted_per_run,shippedrun_02,HVAC,4,False,1.0,1.0,0.01583333333333335
deepseek,extracted_per_run,shippedrun_03,HVAC,4,False,1.0,1.0,0.01583333333333335
deepseek,extracted_per_run,shippedrun_04,HVAC,4,False,1.0,1.0,0.01583333333333335
deepseek,extracted_per_run,shippedrun_05,HVAC,4,False,1.0,1.0,0.01833333333333335
deepseek,order_control,control_01,HVAC,4,False,1.0,1.0,0.01583333333333335
deepseek,order_control,control_02,HVAC,4,False,1.0,1.0,0.01583333333333335
deepseek,order_control,control_03,HVAC,4,False,1.0,1.0,0.01583333333333335
deepseek,order_reversed,reversed_01,HVAC,4,False,1.0,1.0,0.01583333333333335
deepseek,order_reversed,reversed_02,HVAC,4,False,1.0,1.0,0.01583333333333335
deepseek,order_reversed,reversed_03,HVAC,4,False,1.0,1.0,0.01583333333333335
deepseek,order_reversed,reversed_04,HVAC,4,False,1.0,1.0,0.01583333333333335
deepseek,order_reversed,reversed_05,HVAC,4,False,1.0,1.0,0.01583333333333335
deepseek,extracted,,HVAC,5,False,1.0,1.0,0.05249999999999999
deepseek,default_params,,HVAC,5,False,0.33333333333333337,1.0,0.020833333333333325
deepseek,extracted_per_run,shippedrun_01,HVAC,5,False,0.33333333333333337,1.0,0.029166666666666664
deepseek,extracted_per_run,shippedrun_02,HVAC,5,False,1.0,1.0,0.060833333333333316
deepseek,extracted_per_run,shippedrun_03,HVAC,5,False,-0.33333333333333337,0.0,0.1075
deepseek,extracted_per_run,shippedrun_04,HVAC,5,False,1.0,1.0,0.06333333333333331
deepseek,extracted_per_run,shippedrun_05,HVAC,5,False,1.0,1.0,0.06333333333333331
deepseek,order_control,control_01,HVAC,5,False,0.33333333333333337,1.0,0.05416666666666665
deepseek,order_control,control_02,HVAC,5,False,0.33333333333333337,1.0,0.04833333333333333
deepseek,order_control,control_03,HVAC,5,False,1.0,1.0,0.05249999999999999
deepseek,order_reversed,reversed_01,HVAC,5,False,0.33333333333333337,1.0,0.05416666666666665
deepseek,order_reversed,reversed_02,HVAC,5,False,0.33333333333333337,1.0,0.05416666666666665
deepseek,order_reversed,reversed_03,HVAC,5,False,1.0,1.0,0.06333333333333331
deepseek,order_reversed,reversed_04,HVAC,5,False,0.33333333333333337,1.0,0.04833333333333333
deepseek,order_reversed,reversed_05,HVAC,5,False,0.33333333333333337,1.0,0.05666666666666665
deepseek,extracted,,HVAC,6,False,0.33333333333333337,0.0,0.09749999999999996
deepseek,default_params,,HVAC,6,False,1.0,1.0,0.08249999999999999
deepseek,extracted_per_run,shippedrun_01,HVAC,6,False,1.0,1.0,0.0325
deepseek,extracted_per_run,shippedrun_02,HVAC,6,False,-1.0,0.0,0.18166666666666664
deepseek,extracted_per_run,shippedrun_03,HVAC,6,False,-1.0,0.0,0.18166666666666664
deepseek,extracted_per_run,shippedrun_04,HVAC,6,False,-1.0,0.0,0.25499999999999995
deepseek,extracted_per_run,shippedrun_05,HVAC,6,False,-1.0,0.0,0.25499999999999995
deepseek,order_control,control_01,HVAC,6,False,-0.33333333333333337,0.0,0.13249999999999995
deepseek,order_control,control_02,HVAC,6,False,-1.0,0.0,0.18166666666666664
deepseek,order_control,control_03,HVAC,6,False,-1.0,0.0,0.18166666666666664
deepseek,order_reversed,reversed_01,HVAC,6,False,-1.0,0.0,0.25499999999999995
deepseek,order_reversed,reversed_02,HVAC,6,False,1.0,1.0,0.04416666666666664
deepseek,order_reversed,reversed_03,HVAC,6,False,-1.0,0.0,0.25499999999999995
deepseek,order_reversed,reversed_04,HVAC,6,False,-1.0,0.0,0.25499999999999995
deepseek,order_reversed,reversed_05,HVAC,6,False,-1.0,0.0,0.18166666666666664
deepseek,extracted,,HVAC,7,False,1.0,1.0,0.11916666666666668
deepseek,default_params,,HVAC,7,False,1.0,1.0,0.12666666666666668
deepseek,extracted_per_run,shippedrun_01,HVAC,7,False,1.0,1.0,0.09833333333333331
deepseek,extracted_per_run,shippedrun_02,HVAC,7,False,1.0,1.0,0.4133333333333333
deepseek,extracted_per_run,shippedrun_03,HVAC,7,False,1.0,1.0,0.3808333333333333
deepseek,extracted_per_run,shippedrun_04,HVAC,7,False,1.0,1.0,0.10583333333333333
deepseek,extracted_per_run,shippedrun_05,HVAC,7,False,1.0,1.0,0.4083333333333334
deepseek,order_control,control_01,HVAC,7,False,1.0,1.0,0.4133333333333333
deepseek,order_control,control_02,HVAC,7,False,1.0,1.0,0.10583333333333333
deepseek,order_control,control_03,HVAC,7,False,1.0,1.0,0.4133333333333333
deepseek,order_reversed,reversed_01,HVAC,7,False,1.0,1.0,0.4133333333333333
deepseek,order_reversed,reversed_02,HVAC,7,False,1.0,1.0,0.10583333333333333
deepseek,order_reversed,reversed_03,HVAC,7,False,1.0,1.0,0.4133333333333333
deepseek,order_reversed,reversed_04,HVAC,7,False,1.0,1.0,0.10583333333333333
deepseek,order_reversed,reversed_05,HVAC,7,False,1.0,1.0,0.4133333333333333
deepseek,extracted,,HVAC,8,False,1.0,1.0,0.013333333333333327
deepseek,default_params,,HVAC,8,False,1.0,1.0,0.01166666666666664
deepseek,extracted_per_run,shippedrun_01,HVAC,8,False,1.0,1.0,0.018333333333333313
deepseek,extracted_per_run,shippedrun_02,HVAC,8,False,1.0,1.0,0.021666666666666667
deepseek,extracted_per_run,shippedrun_03,HVAC,8,False,1.0,1.0,0.019166666666666665
deepseek,extracted_per_run,shippedrun_04,HVAC,8,False,1.0,1.0,0.013333333333333317
deepseek,extracted_per_run,shippedrun_05,HVAC,8,False,1.0,1.0,0.013333333333333317
deepseek,order_control,control_01,HVAC,8,False,1.0,1.0,0.01583333333333332
deepseek,order_control,control_02,HVAC,8,False,1.0,1.0,0.01583333333333332
deepseek,order_control,control_03,HVAC,8,False,1.0,1.0,0.019166666666666665
deepseek,order_reversed,reversed_01,HVAC,8,False,1.0,1.0,0.021666666666666667
deepseek,order_reversed,reversed_02,HVAC,8,False,1.0,1.0,0.01583333333333332
deepseek,order_reversed,reversed_03,HVAC,8,False,1.0,1.0,0.013333333333333317
deepseek,order_reversed,reversed_04,HVAC,8,False,1.0,1.0,0.01583333333333332
deepseek,order_reversed,reversed_05,HVAC,8,False,1.0,1.0,0.013333333333333317
deepseek,extracted,,HVAC,9,False,1.0,1.0,0.02416666666666667
deepseek,default_params,,HVAC,9,False,1.0,1.0,0.04083333333333335
deepseek,extracted_per_run,shippedrun_01,HVAC,9,False,1.0,1.0,0.029166666666666674
deepseek,extracted_per_run,shippedrun_02,HVAC,9,False,1.0,1.0,0.02
deepseek,extracted_per_run,shippedrun_03,HVAC,9,False,1.0,1.0,0.025833333333333337
deepseek,extracted_per_run,shippedrun_04,HVAC,9,False,1.0,1.0,0.02
deepseek,extracted_per_run,shippedrun_05,HVAC,9,False,1.0,1.0,0.025833333333333337
deepseek,order_control,control_01,HVAC,9,False,1.0,1.0,0.025833333333333337
deepseek,order_control,control_02,HVAC,9,False,1.0,1.0,0.025833333333333337
deepseek,order_control,control_03,HVAC,9,False,1.0,1.0,0.02
deepseek,order_reversed,reversed_01,HVAC,9,False,1.0,1.0,0.025833333333333337
deepseek,order_reversed,reversed_02,HVAC,9,False,1.0,1.0,0.025833333333333337
deepseek,order_reversed,reversed_03,HVAC,9,False,1.0,1.0,0.025833333333333337
deepseek,order_reversed,reversed_04,HVAC,9,False,1.0,1.0,0.025833333333333337
deepseek,order_reversed,reversed_05,HVAC,9,False,1.0,1.0,0.025833333333333337
deepseek,extracted,,HVAC,10,False,1.0,1.0,0.006666666666666672
deepseek,default_params,,HVAC,10,False,1.0,1.0,0.020000000000000018
deepseek,extracted_per_run,shippedrun_01,HVAC,10,False,1.0,1.0,0.00416666666666667
deepseek,extracted_per_run,shippedrun_02,HVAC,10,False,1.0,1.0,0.00416666666666667
deepseek,extracted_per_run,shippedrun_03,HVAC,10,False,1.0,1.0,0.006666666666666672
deepseek,extracted_per_run,shippedrun_04,HVAC,10,False,1.0,1.0,0.00416666666666667
deepseek,extracted_per_run,shippedrun_05,HVAC,10,False,1.0,1.0,0.00416666666666667
deepseek,order_control,control_01,HVAC,10,False,1.0,1.0,0.00416666666666667
deepseek,order_control,control_02,HVAC,10,False,1.0,1.0,0.00416666666666667
deepseek,order_control,control_03,HVAC,10,False,1.0,1.0,0.00416666666666667
deepseek,order_reversed,reversed_01,HVAC,10,False,1.0,1.0,0.03333333333333333
deepseek,order_reversed,reversed_02,HVAC,10,False,1.0,1.0,0.00416666666666667
deepseek,order_reversed,reversed_03,HVAC,10,False,1.0,1.0,0.00416666666666667
deepseek,order_reversed,reversed_04,HVAC,10,False,1.0,1.0,0.00416666666666667
deepseek,order_reversed,reversed_05,HVAC,10,False,1.0,1.0,0.00416666666666667
deepseek,extracted,,HVAC,11,False,1.0,1.0,0.01416666666666668
deepseek,default_params,,HVAC,11,False,1.0,1.0,0.07166666666666667
deepseek,extracted_per_run,shippedrun_01,HVAC,11,False,1.0,1.0,0.010833333333333342
deepseek,extracted_per_run,shippedrun_02,HVAC,11,False,1.0,1.0,0.022500000000000003
deepseek,extracted_per_run,shippedrun_03,HVAC,11,False,1.0,1.0,0.010833333333333342
deepseek,extracted_per_run,shippedrun_04,HVAC,11,False,1.0,1.0,0.022500000000000003
deepseek,extracted_per_run,shippedrun_05,HVAC,11,False,1.0,1.0,0.010833333333333342
deepseek,order_control,control_01,HVAC,11,False,1.0,1.0,0.022500000000000003
deepseek,order_control,control_02,HVAC,11,False,1.0,1.0,0.022500000000000003
deepseek,order_control,control_03,HVAC,11,False,1.0,1.0,0.022500000000000003
deepseek,order_reversed,reversed_01,HVAC,11,False,1.0,1.0,0.022500000000000003
deepseek,order_reversed,reversed_02,HVAC,11,False,1.0,1.0,0.022500000000000003
deepseek,order_reversed,reversed_03,HVAC,11,False,1.0,1.0,0.015000000000000013
deepseek,order_reversed,reversed_04,HVAC,11,False,1.0,1.0,0.022500000000000003
deepseek,order_reversed,reversed_05,HVAC,11,False,1.0,1.0,0.022500000000000003
deepseek,extracted,,HVAC,12,False,1.0,1.0,0.01583333333333335
deepseek,default_params,,HVAC,12,False,1.0,1.0,0.053333333333333295
deepseek,extracted_per_run,shippedrun_01,HVAC,12,False,1.0,1.0,0.020000000000000018
deepseek,extracted_per_run,shippedrun_02,HVAC,12,False,1.0,1.0,0.010833333333333342
deepseek,extracted_per_run,shippedrun_03,HVAC,12,False,1.0,1.0,0.015000000000000013
deepseek,extracted_per_run,shippedrun_04,HVAC,12,False,1.0,1.0,0.006666666666666672
deepseek,extracted_per_run,shippedrun_05,HVAC,12,False,1.0,1.0,0.015000000000000013
deepseek,order_control,control_01,HVAC,12,False,1.0,1.0,0.03249999999999997
deepseek,order_control,control_02,HVAC,12,False,1.0,1.0,0.006666666666666672
deepseek,order_control,control_03,HVAC,12,False,1.0,1.0,0.03249999999999997
deepseek,order_reversed,reversed_01,HVAC,12,False,1.0,1.0,0.010833333333333342
deepseek,order_reversed,reversed_02,HVAC,12,False,1.0,1.0,0.03249999999999997
deepseek,order_reversed,reversed_03,HVAC,12,False,1.0,1.0,0.03249999999999997
deepseek,order_reversed,reversed_04,HVAC,12,False,1.0,1.0,0.015000000000000013
deepseek,order_reversed,reversed_05,HVAC,12,False,1.0,1.0,0.03249999999999997
deepseek,extracted,,HVAC,13,False,1.0,1.0,0.04749999999999996
deepseek,default_params,,HVAC,13,False,1.0,1.0,0.10416666666666667
deepseek,extracted_per_run,shippedrun_01,HVAC,13,False,1.0,1.0,0.03999999999999995
deepseek,extracted_per_run,shippedrun_02,HVAC,13,False,1.0,1.0,0.04499999999999996
deepseek,extracted_per_run,shippedrun_03,HVAC,13,False,1.0,1.0,0.04916666666666663
deepseek,extracted_per_run,shippedrun_04,HVAC,13,False,1.0,1.0,0.08249999999999998
deepseek,extracted_per_run,shippedrun_05,HVAC,13,False,1.0,1.0,0.04499999999999996
deepseek,order_control,control_01,HVAC,13,False,1.0,1.0,0.03999999999999995
deepseek,order_control,control_02,HVAC,13,False,1.0,1.0,0.03999999999999995
deepseek,order_control,control_03,HVAC,13,False,1.0,1.0,0.04916666666666663
deepseek,order_reversed,reversed_01,HVAC,13,False,1.0,1.0,0.04499999999999996
deepseek,order_reversed,reversed_02,HVAC,13,False,1.0,1.0,0.03999999999999995
deepseek,order_reversed,reversed_03,HVAC,13,False,1.0,1.0,0.03999999999999995
deepseek,order_reversed,reversed_04,HVAC,13,False,1.0,1.0,0.03999999999999995
deepseek,order_reversed,reversed_05,HVAC,13,False,1.0,1.0,0.03999999999999995
deepseek,extracted,,HVAC,14,False,1.0,1.0,0.014166666666666624
deepseek,default_params,,HVAC,14,False,1.0,1.0,0.07166666666666664
deepseek,extracted_per_run,shippedrun_01,HVAC,14,False,1.0,1.0,0.01749999999999996
deepseek,extracted_per_run,shippedrun_02,HVAC,14,False,1.0,1.0,0.02583333333333328
deepseek,extracted_per_run,shippedrun_03,HVAC,14,False,1.0,1.0,0.015833333333333293
deepseek,extracted_per_run,shippedrun_04,HVAC,14,False,1.0,1.0,0.009166666666666637
deepseek,extracted_per_run,shippedrun_05,HVAC,14,False,1.0,1.0,0.009166666666666637
deepseek,order_control,control_01,HVAC,14,False,1.0,1.0,0.009166666666666637
deepseek,order_control,control_02,HVAC,14,False,1.0,1.0,0.009166666666666637
deepseek,order_control,control_03,HVAC,14,False,1.0,1.0,0.015833333333333293
deepseek,order_reversed,reversed_01,HVAC,14,False,1.0,1.0,0.015833333333333293
deepseek,order_reversed,reversed_02,HVAC,14,False,1.0,1.0,0.015833333333333293
deepseek,order_reversed,reversed_03,HVAC,14,False,1.0,1.0,0.009166666666666637
deepseek,order_reversed,reversed_04,HVAC,14,False,1.0,1.0,0.015833333333333293
deepseek,order_reversed,reversed_05,HVAC,14,False,1.0,1.0,0.015833333333333293
deepseek,extracted,,HVAC,15,False,1.0,1.0,0.04666666666666667
deepseek,default_params,,HVAC,15,False,1.0,1.0,0.06500000000000002
deepseek,extracted_per_run,shippedrun_01,HVAC,15,False,1.0,1.0,0.03250000000000001
deepseek,extracted_per_run,shippedrun_02,HVAC,15,False,1.0,1.0,0.0575
deepseek,extracted_per_run,shippedrun_03,HVAC,15,False,1.0,1.0,0.03916666666666666
deepseek,extracted_per_run,shippedrun_04,HVAC,15,False,1.0,1.0,0.03916666666666666
deepseek,extracted_per_run,shippedrun_05,HVAC,15,False,1.0,1.0,0.09749999999999998
deepseek,order_control,control_01,HVAC,15,False,1.0,1.0,0.03916666666666666
deepseek,order_control,control_02,HVAC,15,False,1.0,1.0,0.0575
deepseek,order_control,control_03,HVAC,15,False,1.0,1.0,0.0575
deepseek,order_reversed,reversed_01,HVAC,15,False,1.0,1.0,0.03250000000000001
deepseek,order_reversed,reversed_02,HVAC,15,False,1.0,1.0,0.03916666666666666
deepseek,order_reversed,reversed_03,HVAC,15,False,1.0,1.0,0.03916666666666666
deepseek,order_reversed,reversed_04,HVAC,15,False,1.0,1.0,0.03250000000000001
deepseek,order_reversed,reversed_05,HVAC,15,False,1.0,1.0,0.04416666666666667
deepseek,extracted,,HVAC,16,False,1.0,1.0,0.011666666666666659
deepseek,default_params,,HVAC,16,False,1.0,1.0,0.05916666666666665
deepseek,extracted_per_run,shippedrun_01,HVAC,16,False,1.0,1.0,0.03083333333333334
deepseek,extracted_per_run,shippedrun_02,HVAC,16,False,1.0,1.0,0.019166666666666665
deepseek,extracted_per_run,shippedrun_03,HVAC,16,False,1.0,1.0,0.029166666666666657
deepseek,extracted_per_run,shippedrun_04,HVAC,16,False,1.0,1.0,0.029166666666666657
deepseek,extracted_per_run,shippedrun_05,HVAC,16,False,1.0,1.0,0.009166666666666675
deepseek,order_control,control_01,HVAC,16,False,1.0,1.0,0.009166666666666675
deepseek,order_control,control_02,HVAC,16,False,1.0,1.0,0.020833333333333332
deepseek,order_control,control_03,HVAC,16,False,1.0,1.0,0.019166666666666665
deepseek,order_reversed,reversed_01,HVAC,16,False,1.0,1.0,0.019166666666666665
deepseek,order_reversed,reversed_02,HVAC,16,False,1.0,1.0,0.029166666666666657
deepseek,order_reversed,reversed_03,HVAC,16,False,1.0,1.0,0.029166666666666657
deepseek,order_reversed,reversed_04,HVAC,16,False,1.0,1.0,0.019166666666666665
deepseek,order_reversed,reversed_05,HVAC,16,False,1.0,1.0,0.009166666666666675
deepseek,extracted,,HVAC,17,False,1.0,1.0,0.014999999999999994
deepseek,default_params,,HVAC,17,False,1.0,1.0,0.07583333333333335
deepseek,extracted_per_run,shippedrun_01,HVAC,17,False,1.0,1.0,0.014999999999999994
deepseek,extracted_per_run,shippedrun_02,HVAC,17,False,1.0,1.0,0.02
deepseek,extracted_per_run,shippedrun_03,HVAC,17,False,1.0,1.0,0.014999999999999994
deepseek,extracted_per_run,shippedrun_04,HVAC,17,False,1.0,1.0,0.014999999999999994
deepseek,extracted_per_run,shippedrun_05,HVAC,17,False,1.0,1.0,0.014999999999999994
deepseek,order_control,control_01,HVAC,17,False,1.0,1.0,0.014999999999999994
deepseek,order_control,control_02,HVAC,17,False,1.0,1.0,0.014999999999999994
deepseek,order_control,control_03,HVAC,17,False,1.0,1.0,0.014999999999999994
deepseek,order_reversed,reversed_01,HVAC,17,False,1.0,1.0,0.014999999999999994
deepseek,order_reversed,reversed_02,HVAC,17,False,1.0,1.0,0.02
deepseek,order_reversed,reversed_03,HVAC,17,False,1.0,1.0,0.02
deepseek,order_reversed,reversed_04,HVAC,17,False,1.0,1.0,0.014999999999999994
deepseek,order_reversed,reversed_05,HVAC,17,False,1.0,1.0,0.02
deepseek,extracted,,HVAC,18,False,1.0,1.0,0.04916666666666669
deepseek,default_params,,HVAC,18,False,1.0,1.0,0.05000000000000004
deepseek,extracted_per_run,shippedrun_01,HVAC,18,False,1.0,1.0,0.019166666666666683
deepseek,extracted_per_run,shippedrun_02,HVAC,18,False,1.0,1.0,0.10250000000000002
deepseek,extracted_per_run,shippedrun_03,HVAC,18,False,1.0,1.0,0.07833333333333337
deepseek,extracted_per_run,shippedrun_04,HVAC,18,False,1.0,1.0,0.10250000000000002
deepseek,extracted_per_run,shippedrun_05,HVAC,18,False,0.33333333333333337,0.0,0.1975
deepseek,order_control,control_01,HVAC,18,False,1.0,1.0,0.10250000000000002
deepseek,order_control,control_02,HVAC,18,False,1.0,1.0,0.008333333333333323
deepseek,order_control,control_03,HVAC,18,False,1.0,1.0,0.10250000000000002
deepseek,order_reversed,reversed_01,HVAC,18,False,0.33333333333333337,0.0,0.16250000000000003
deepseek,order_reversed,reversed_02,HVAC,18,False,1.0,1.0,0.10250000000000002
deepseek,order_reversed,reversed_03,HVAC,18,False,1.0,1.0,0.07833333333333337
deepseek,order_reversed,reversed_04,HVAC,18,False,1.0,1.0,0.10250000000000002
deepseek,order_reversed,reversed_05,HVAC,18,False,0.33333333333333337,0.0,0.14500000000000005
deepseek,extracted,,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,default_params,,HVAC,19,False,1.0,1.0,0.065
deepseek,extracted_per_run,shippedrun_01,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,extracted_per_run,shippedrun_02,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,extracted_per_run,shippedrun_03,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,extracted_per_run,shippedrun_04,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,extracted_per_run,shippedrun_05,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,order_control,control_01,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,order_control,control_02,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,order_control,control_03,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,order_reversed,reversed_01,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,order_reversed,reversed_02,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,order_reversed,reversed_03,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,order_reversed,reversed_04,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,order_reversed,reversed_05,HVAC,19,False,1.0,1.0,0.037500000000000006
deepseek,extracted,,HVAC,20,False,1.0,1.0,0.07333333333333335
deepseek,default_params,,HVAC,20,False,1.0,1.0,0.0325
deepseek,extracted_per_run,shippedrun_01,HVAC,20,False,1.0,1.0,0.07583333333333335
deepseek,extracted_per_run,shippedrun_02,HVAC,20,False,1.0,1.0,0.07333333333333335
deepseek,extracted_per_run,shippedrun_03,HVAC,20,False,1.0,1.0,0.07333333333333335
deepseek,extracted_per_run,shippedrun_04,HVAC,20,False,1.0,1.0,0.07333333333333335
deepseek,extracted_per_run,shippedrun_05,HVAC,20,False,1.0,1.0,0.07583333333333335
deepseek,order_control,control_01,HVAC,20,False,1.0,1.0,0.07333333333333335
deepseek,order_control,control_02,HVAC,20,False,1.0,1.0,0.07583333333333335
deepseek,order_control,control_03,HVAC,20,False,1.0,1.0,0.07333333333333335
deepseek,order_reversed,reversed_01,HVAC,20,False,1.0,1.0,0.07583333333333335
deepseek,order_reversed,reversed_02,HVAC,20,False,1.0,1.0,0.07333333333333335
deepseek,order_reversed,reversed_03,HVAC,20,False,1.0,1.0,0.07333333333333335
deepseek,order_reversed,reversed_04,HVAC,20,False,1.0,1.0,0.07333333333333335
deepseek,order_reversed,reversed_05,HVAC,20,False,1.0,1.0,0.07333333333333335
deepseek,extracted,,HVAC,21,False,1.0,1.0,0.03000000000000001
deepseek,default_params,,HVAC,21,False,1.0,1.0,0.0825
deepseek,extracted_per_run,shippedrun_01,HVAC,21,False,1.0,1.0,0.012500000000000011
deepseek,extracted_per_run,shippedrun_02,HVAC,21,False,1.0,1.0,0.05083333333333334
deepseek,extracted_per_run,shippedrun_03,HVAC,21,False,1.0,1.0,0.005833333333333339
deepseek,extracted_per_run,shippedrun_04,HVAC,21,False,1.0,1.0,0.005833333333333339
deepseek,extracted_per_run,shippedrun_05,HVAC,21,False,1.0,1.0,0.05083333333333334
deepseek,order_control,control_01,HVAC,21,False,1.0,1.0,0.05083333333333334
deepseek,order_control,control_02,HVAC,21,False,1.0,1.0,0.003333333333333336
deepseek,order_control,control_03,HVAC,21,False,1.0,1.0,0.015000000000000013
deepseek,order_reversed,reversed_01,HVAC,21,False,1.0,1.0,0.05083333333333334
deepseek,order_reversed,reversed_02,HVAC,21,False,1.0,1.0,0.015000000000000013
deepseek,order_reversed,reversed_03,HVAC,21,False,1.0,1.0,0.015000000000000013
deepseek,order_reversed,reversed_04,HVAC,21,False,1.0,1.0,0.015000000000000013
deepseek,order_reversed,reversed_05,HVAC,21,False,1.0,1.0,0.05083333333333334
deepseek,extracted,,HVAC,22,False,1.0,1.0,0.035
deepseek,default_params,,HVAC,22,False,1.0,1.0,0.01666666666666666
deepseek,extracted_per_run,shippedrun_01,HVAC,22,False,0.33333333333333337,1.0,0.09750000000000002
deepseek,extracted_per_run,shippedrun_02,HVAC,22,False,1.0,1.0,0.0325
deepseek,extracted_per_run,shippedrun_03,HVAC,22,False,1.0,1.0,0.016666666666666673
deepseek,extracted_per_run,shippedrun_04,HVAC,22,False,1.0,1.0,0.019166666666666676
deepseek,extracted_per_run,shippedrun_05,HVAC,22,False,1.0,1.0,0.035
deepseek,order_control,control_01,HVAC,22,False,1.0,1.0,0.035
deepseek,order_control,control_02,HVAC,22,False,1.0,1.0,0.019166666666666676
deepseek,order_control,control_03,HVAC,22,False,1.0,1.0,0.035
deepseek,order_reversed,reversed_01,HVAC,22,False,1.0,1.0,0.035
deepseek,order_reversed,reversed_02,HVAC,22,False,1.0,1.0,0.0325
