number_id,value,where_in_paper,quoted_context,source_file,source_sheet_or_column,computing_script,model,decision_type,basis_notes,status
D1_LU_top1_Shower,85.0,paper/paper_draft_v2.tex:796 (new table row) / paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),label-lookup/text-parse baseline top1 Shower,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==LU; top1,Analysis/pass5/d1_lookup_baseline.py,model-free,Shower,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_LU_mae_Shower,0.034,paper/paper_draft_v2.tex:796 (new table row) / paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),label-lookup/text-parse baseline mae Shower,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==LU; mae,Analysis/pass5/d1_lookup_baseline.py,model-free,Shower,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_tau_Overall,0.901,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time tau Overall,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; tau,Analysis/pass5/d1_lookup_baseline.py,model-free,Overall,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_top1_Overall,93.8,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time top1 Overall,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; top1,Analysis/pass5/d1_lookup_baseline.py,model-free,Overall,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_mae_Overall,0.062,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time mae Overall,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; mae,Analysis/pass5/d1_lookup_baseline.py,model-free,Overall,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_tau_HVAC,0.933,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time tau HVAC,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; tau,Analysis/pass5/d1_lookup_baseline.py,model-free,HVAC,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_top1_HVAC,95.7,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time top1 HVAC,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; top1,Analysis/pass5/d1_lookup_baseline.py,model-free,HVAC,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_mae_HVAC,0.071,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time mae HVAC,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; mae,Analysis/pass5/d1_lookup_baseline.py,model-free,HVAC,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_tau_Appliance,0.959,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time tau Appliance,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; tau,Analysis/pass5/d1_lookup_baseline.py,model-free,Appliance,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_top1_Appliance,100.0,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time top1 Appliance,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; top1,Analysis/pass5/d1_lookup_baseline.py,model-free,Appliance,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_mae_Appliance,0.057,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time mae Appliance,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; mae,Analysis/pass5/d1_lookup_baseline.py,model-free,Appliance,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_tau_Shower,0.800,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time tau Shower,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; tau,Analysis/pass5/d1_lookup_baseline.py,model-free,Shower,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_top1_Shower,85.0,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time top1 Shower,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; top1,Analysis/pass5/d1_lookup_baseline.py,model-free,Shower,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_mae_Shower,0.059,paper/paper_draft_v2.tex:1071 (new sentence) / paper/supplementary.tex:1334 (new subsection),fixed default + parsed baseline time mae Shower,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==FD+time; mae,Analysis/pass5/d1_lookup_baseline.py,model-free,Shower,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_LU-corpus_tau_Overall,0.938,paper/supplementary.tex:1334 (new subsection),corpus-lookup variant tau Overall,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==LU-corpus; tau,Analysis/pass5/d1_lookup_baseline.py,model-free,Overall,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_LU-corpus_top1_Overall,95.4,paper/supplementary.tex:1334 (new subsection),corpus-lookup variant top1 Overall,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==LU-corpus; top1,Analysis/pass5/d1_lookup_baseline.py,model-free,Overall,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_LU-literal_tau_Overall,0.921,paper/supplementary.tex:1334 (new subsection),lookup without occupancy parser tau Overall,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==LU-literal; tau,Analysis/pass5/d1_lookup_baseline.py,model-free,Overall,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_LU-literal_top1_Overall,93.8,paper/supplementary.tex:1334 (new subsection),lookup without occupancy parser top1 Overall,Analysis/pass5/d1_baseline_per_scenario.csv,baseline==LU-literal; top1,Analysis/pass5/d1_lookup_baseline.py,model-free,Overall,deterministic non-LLM parameters through the reference calculators (hab harness); mean over scenarios; Top-1 in %,new (proposed in D1_REPORT.md; not yet in paper)
D1_LU_dtau_vs_FD,+0.311,paper/paper_draft_v2.tex:796 (new table row),label-lookup/text-parse baseline delta tau vs fixed default 0.614,Analysis/pass5/d1_baseline_summary.csv,tau Overall,Analysis/pass5/d1_lookup_baseline.py,model-free,Overall,difference before rounding,new (proposed in D1_REPORT.md; not yet in paper)
D1_LU_dtop1_vs_FD,+24.1,paper/paper_draft_v2.tex:796 (new table row),label-lookup/text-parse baseline delta Top-1 (pp) vs fixed default 70.3,Analysis/pass5/d1_baseline_summary.csv,top1 Overall,Analysis/pass5/d1_lookup_baseline.py,model-free,Overall,difference before rounding,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_dtau_vs_FD,+0.287,paper/paper_draft_v2.tex:796 (new table row),fixed default + parsed baseline time delta tau vs fixed default 0.614,Analysis/pass5/d1_baseline_summary.csv,tau Overall,Analysis/pass5/d1_lookup_baseline.py,model-free,Overall,difference before rounding,new (proposed in D1_REPORT.md; not yet in paper)
D1_FD+time_dtop1_vs_FD,+23.6,paper/paper_draft_v2.tex:796 (new table row),fixed default + parsed baseline time delta Top-1 (pp) vs fixed default 70.3,Analysis/pass5/d1_baseline_summary.csv,top1 Overall,Analysis/pass5/d1_lookup_baseline.py,model-free,Overall,difference before rounding,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_deepseek_Overall,-0.027,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (deepseek, Overall)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,deepseek,Overall,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_deepseek_Overall,-0.003,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (deepseek, Overall)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,deepseek,Overall,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_top1_vs_LU_deepseek,-3.6,paper/supplementary.tex:1334 (new subsection),"A_H Top-1 minus lookup Top-1 (pp), deepseek",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_top1_vs_LU,Analysis/pass5/d1_lookup_baseline.py,deepseek,Overall,"like-for-like, pp",new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_deepseek_HVAC,-0.052,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (deepseek, HVAC)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,deepseek,HVAC,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_deepseek_HVAC,-0.013,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (deepseek, HVAC)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,deepseek,HVAC,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_deepseek_Appliance,+0.016,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (deepseek, Appliance)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,deepseek,Appliance,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_deepseek_Appliance,+0.016,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (deepseek, Appliance)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,deepseek,Appliance,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_deepseek_Shower,-0.047,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (deepseek, Shower)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,deepseek,Shower,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_deepseek_Shower,-0.013,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (deepseek, Shower)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,deepseek,Shower,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_gemini_Overall,-0.001,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (gemini, Overall)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,gemini,Overall,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_gemini_Overall,+0.023,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (gemini, Overall)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,gemini,Overall,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_top1_vs_LU_gemini,-1.2,paper/supplementary.tex:1334 (new subsection),"A_H Top-1 minus lookup Top-1 (pp), gemini",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_top1_vs_LU,Analysis/pass5/d1_lookup_baseline.py,gemini,Overall,"like-for-like, pp",new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_gemini_HVAC,+0.006,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (gemini, HVAC)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,gemini,HVAC,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_gemini_HVAC,+0.044,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (gemini, HVAC)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,gemini,HVAC,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_gemini_Appliance,+0.000,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (gemini, Appliance)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,gemini,Appliance,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_gemini_Appliance,+0.000,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (gemini, Appliance)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,gemini,Appliance,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_gemini_Shower,-0.011,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (gemini, Shower)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,gemini,Shower,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_gemini_Shower,+0.022,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (gemini, Shower)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,gemini,Shower,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_gptoss_Overall,-0.020,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (gptoss, Overall)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,gptoss,Overall,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_gptoss_Overall,+0.002,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (gptoss, Overall)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,gptoss,Overall,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_top1_vs_LU_gptoss,-2.0,paper/supplementary.tex:1334 (new subsection),"A_H Top-1 minus lookup Top-1 (pp), gptoss",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_top1_vs_LU,Analysis/pass5/d1_lookup_baseline.py,gptoss,Overall,"like-for-like, pp",new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_gptoss_HVAC,-0.026,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (gptoss, HVAC)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,gptoss,HVAC,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_gptoss_HVAC,+0.015,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (gptoss, HVAC)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,gptoss,HVAC,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_gptoss_Appliance,+0.008,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (gptoss, Appliance)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,gptoss,Appliance,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_gptoss_Appliance,+0.008,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (gptoss, Appliance)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,gptoss,Appliance,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_gptoss_Shower,-0.047,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (gptoss, Shower)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,gptoss,Shower,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_gptoss_Shower,-0.013,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (gptoss, Shower)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,gptoss,Shower,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_qwen_Overall,-0.045,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (qwen, Overall)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,qwen,Overall,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_qwen_Overall,-0.021,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (qwen, Overall)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,qwen,Overall,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_top1_vs_LU_qwen,-4.6,paper/supplementary.tex:1334 (new subsection),"A_H Top-1 minus lookup Top-1 (pp), qwen",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_top1_vs_LU,Analysis/pass5/d1_lookup_baseline.py,qwen,Overall,"like-for-like, pp",new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_qwen_HVAC,-0.090,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (qwen, HVAC)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,qwen,HVAC,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_qwen_HVAC,-0.054,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (qwen, HVAC)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,qwen,HVAC,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_qwen_Appliance,-0.053,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (qwen, Appliance)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,qwen,Appliance,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
