architecture,run,decision_type,kendall_tau,spearman_rho,top1_accuracy,top2_accuracy,overall_mae,overall_rmse,overall_rmse_mae_ratio,energy_cost_mae,environmental_mae,comfort_mae,practicality_mae,energy_cost_rmse,environmental_rmse,comfort_rmse,practicality_rmse,n_scenarios,n_failed,n_total,model
Direct_LLM_Scoring,3,Appliance,-0.0208,-0.0469,0.2812,0.6094,0.276,0.3552,1.287,0.2978,0.3808,0.2016,0.224,0.3786,0.4665,0.2588,0.2773,64,0,0,deepseek
Direct_LLM_Scoring,3,Shower,0.5141,0.5339,0.5763,0.8814,0.2175,0.2829,1.3007,0.1762,0.1624,0.2325,0.2989,0.2362,0.2233,0.3086,0.3454,59,0,0,deepseek
Direct_LLM_Scoring,4,Overall,0.1512,0.1418,0.3557,0.7113,0.2313,0.299,1.2927,0.2407,0.2676,0.1951,0.2219,0.3113,0.3481,0.2467,0.2804,194,1,195,deepseek
Direct_LLM_Scoring,4,HVAC,-0.0286,-0.0357,0.2286,0.6571,0.2158,0.2779,1.2878,0.2482,0.247,0.1955,0.1727,0.3193,0.3143,0.2382,0.2268,70,0,0,deepseek
Direct_LLM_Scoring,4,Appliance,-0.0051,-0.0538,0.3077,0.5692,0.271,0.348,1.2841,0.2889,0.3809,0.1955,0.2186,0.3607,0.4588,0.2549,0.2809,65,0,0,deepseek
Direct_LLM_Scoring,4,Shower,0.5367,0.5678,0.5593,0.9322,0.206,0.2625,1.2743,0.1788,0.1673,0.1942,0.2838,0.2333,0.222,0.2474,0.3325,59,0,0,deepseek
Direct_LLM_Scoring,5,Overall,0.1316,0.1231,0.3385,0.7128,0.2296,0.301,1.311,0.2441,0.2679,0.1885,0.2178,0.3218,0.3497,0.2448,0.277,195,0,195,deepseek
Direct_LLM_Scoring,5,HVAC,-0.1524,-0.1786,0.1429,0.6143,0.2182,0.2848,1.3052,0.2602,0.2586,0.1886,0.1656,0.3355,0.33,0.237,0.2163,70,0,0,deepseek
Direct_LLM_Scoring,5,Appliance,0.0769,0.0462,0.3231,0.6308,0.265,0.346,1.3057,0.2917,0.3713,0.1847,0.2122,0.3751,0.4525,0.2421,0.2735,65,0,0,deepseek
Direct_LLM_Scoring,5,Shower,0.5222,0.5583,0.5833,0.9167,0.2045,0.2648,1.2949,0.1738,0.1666,0.1927,0.2848,0.2297,0.2202,0.2562,0.3371,60,0,0,deepseek
Example-Guided_LLM_Scoring,1,Overall,0.3299,0.3564,0.5692,0.7949,0.1675,0.2376,1.4185,0.1759,0.1639,0.1752,0.155,0.2492,0.2379,0.2439,0.2181,195,0,195,deepseek
Example-Guided_LLM_Scoring,1,HVAC,0.0095,0.0071,0.3571,0.6143,0.1552,0.2187,1.4091,0.1705,0.166,0.1725,0.1118,0.2345,0.2278,0.2412,0.1618,70,0,0,deepseek
Example-Guided_LLM_Scoring,1,Appliance,0.4974,0.5308,0.7846,0.9077,0.2043,0.2784,1.3627,0.2123,0.1907,0.2208,0.1933,0.292,0.2752,0.2847,0.2608,65,0,0,deepseek
Example-Guided_LLM_Scoring,1,Shower,0.5222,0.575,0.5833,0.8833,0.1421,0.2089,1.4701,0.1428,0.1325,0.1292,0.1639,0.2128,0.2032,0.194,0.2245,60,0,0,deepseek
Example-Guided_LLM_Scoring,2,Overall,0.3162,0.3462,0.5436,0.8359,0.1655,0.2347,1.4181,0.1752,0.1653,0.172,0.1496,0.2442,0.2372,0.2419,0.2141,195,0,195,deepseek
Example-Guided_LLM_Scoring,2,HVAC,0.019,0.0071,0.3,0.6857,0.1512,0.2122,1.4034,0.1667,0.1661,0.1646,0.1073,0.2261,0.2249,0.231,0.1583,70,0,0,deepseek
Example-Guided_LLM_Scoring,2,Appliance,0.4154,0.4846,0.7538,0.9385,0.2093,0.2824,1.3493,0.2177,0.1943,0.2292,0.1962,0.2924,0.2757,0.2935,0.2671,65,0,0,deepseek
Example-Guided_LLM_Scoring,2,Shower,0.5556,0.5917,0.6,0.9,0.1348,0.2001,1.4844,0.139,0.133,0.1187,0.1486,0.2037,0.2039,0.1863,0.2059,60,0,0,deepseek
Example-Guided_LLM_Scoring,3,Overall,0.2855,0.3128,0.5077,0.8103,0.1675,0.2364,1.4113,0.1748,0.164,0.1759,0.1555,0.2432,0.2346,0.2479,0.2188,195,0,195,deepseek
Example-Guided_LLM_Scoring,3,HVAC,0.0095,0.0071,0.2857,0.7,0.1556,0.2169,1.394,0.1725,0.1693,0.1734,0.1071,0.2325,0.2281,0.2408,0.1556,70,0,0,deepseek
Example-Guided_LLM_Scoring,3,Appliance,0.3231,0.3769,0.6308,0.8615,0.209,0.2834,1.356,0.2163,0.1915,0.225,0.2033,0.2931,0.276,0.2917,0.272,65,0,0,deepseek
Example-Guided_LLM_Scoring,3,Shower,0.5667,0.6,0.6333,0.8833,0.1366,0.1993,1.459,0.1326,0.1281,0.1256,0.1601,0.1902,0.1888,0.1996,0.2174,60,0,0,deepseek
Example-Guided_LLM_Scoring,4,Overall,0.3573,0.3769,0.5487,0.8154,0.1638,0.233,1.4225,0.171,0.1615,0.1716,0.1512,0.2408,0.2337,0.2431,0.2133,195,0,195,deepseek
Example-Guided_LLM_Scoring,4,HVAC,0.0762,0.0643,0.3714,0.6429,0.1553,0.2199,1.416,0.1746,0.1713,0.1652,0.11,0.2397,0.2342,0.2338,0.1629,70,0,0,deepseek
Example-Guided_LLM_Scoring,4,Appliance,0.4462,0.4846,0.6615,0.8923,0.2048,0.2805,1.3696,0.2055,0.1896,0.2297,0.1942,0.285,0.2778,0.296,0.2622,65,0,0,deepseek
Example-Guided_LLM_Scoring,4,Shower,0.5889,0.625,0.6333,0.9333,0.1295,0.1865,1.4402,0.1294,0.1195,0.1162,0.1528,0.1828,0.1729,0.1825,0.206,60,0,0,deepseek
Example-Guided_LLM_Scoring,5,Overall,0.3504,0.3769,0.5538,0.8205,0.1691,0.237,1.4015,0.177,0.1672,0.1779,0.1541,0.2417,0.2366,0.2495,0.219,195,0,195,deepseek
Example-Guided_LLM_Scoring,5,HVAC,0.0952,0.1,0.3286,0.6714,0.1589,0.2204,1.387,0.1783,0.1757,0.172,0.1095,0.2356,0.2323,0.2422,0.162,70,0,0,deepseek
Example-Guided_LLM_Scoring,5,Appliance,0.4051,0.4538,0.6769,0.9077,0.2061,0.2786,1.3518,0.2062,0.1885,0.2327,0.1971,0.2783,0.27,0.2991,0.2656,65,0,0,deepseek
Example-Guided_LLM_Scoring,5,Shower,0.5889,0.6167,0.6833,0.9,0.1408,0.2044,1.4517,0.1438,0.1341,0.1257,0.1595,0.2031,0.2001,0.1923,0.2211,60,0,0,deepseek
LLM-Parameterized_Reference_Scoring,1,Overall,0.9009,0.9128,0.9231,0.9846,0.0399,0.0777,1.9474,0.0608,0.0711,0.0107,0.017,0.0925,0.109,0.0373,0.0485,195,0,195,deepseek
LLM-Parameterized_Reference_Scoring,1,HVAC,0.9238,0.9429,0.9286,1.0,0.045,0.0731,1.6244,0.0761,0.074,0.0,0.03,0.102,0.097,0.0,0.0391,70,0,0,deepseek
LLM-Parameterized_Reference_Scoring,1,Appliance,0.959,0.9692,0.9846,1.0,0.0456,0.0936,2.0526,0.0741,0.1084,0.0,0.0,0.1095,0.152,0.0,0.0,65,0,0,deepseek
LLM-Parameterized_Reference_Scoring,1,Shower,0.8111,0.8167,0.85,0.95,0.0277,0.0626,2.2599,0.0283,0.0273,0.0347,0.0204,0.0519,0.0511,0.0673,0.0765,60,0,0,deepseek
LLM-Parameterized_Reference_Scoring,2,Overall,0.8935,0.9072,0.9021,0.9742,0.0484,0.0963,1.9897,0.0711,0.0848,0.0165,0.0211,0.1195,0.1321,0.0454,0.0579,194,1,195,deepseek
LLM-Parameterized_Reference_Scoring,2,HVAC,0.913,0.9275,0.913,0.9855,0.0441,0.094,2.1315,0.0726,0.0718,0.0,0.032,0.1322,0.1273,0.0,0.0405,69,0,0,deepseek
LLM-Parameterized_Reference_Scoring,2,Appliance,0.9795,0.9846,0.9846,1.0,0.0387,0.0848,2.1912,0.0566,0.0984,0.0,0.0,0.0942,0.141,0.0,0.0,65,0,0,deepseek
LLM-Parameterized_Reference_Scoring,2,Shower,0.7778,0.8,0.8,0.9333,0.0637,0.1099,1.7253,0.0852,0.085,0.0533,0.0313,0.1282,0.1274,0.0817,0.0946,60,0,0,deepseek
LLM-Parameterized_Reference_Scoring,3,Overall,0.894,0.9051,0.9026,0.9744,0.0486,0.0954,1.963,0.0701,0.0834,0.0186,0.0223,0.1184,0.1279,0.0493,0.0603,195,0,195,deepseek
LLM-Parameterized_Reference_Scoring,3,HVAC,0.9048,0.9143,0.9,0.9857,0.043,0.0901,2.0953,0.072,0.067,0.0,0.0328,0.1325,0.1147,0.0,0.0416,70,0,0,deepseek
LLM-Parameterized_Reference_Scoring,3,Appliance,0.9795,0.9846,0.9846,1.0,0.0423,0.0883,2.0875,0.0622,0.1072,0.0,0.0,0.0979,0.1469,0.0,0.0,65,0,0,deepseek
LLM-Parameterized_Reference_Scoring,3,Shower,0.7889,0.8083,0.8167,0.9333,0.0621,0.1082,1.7424,0.0765,0.0768,0.0606,0.0343,0.1212,0.1202,0.0889,0.0989,60,0,0,deepseek
LLM-Parameterized_Reference_Scoring,4,Overall,0.9043,0.9179,0.9077,0.9795,0.0452,0.0854,1.8894,0.0638,0.0778,0.0192,0.0201,0.1024,0.1146,0.0507,0.0544,195,0,195,deepseek
LLM-Parameterized_Reference_Scoring,4,HVAC,0.9333,0.9429,0.9286,0.9857,0.0384,0.071,1.849,0.0615,0.0597,0.0,0.0324,0.1019,0.0899,0.0,0.0415,70,0,0,deepseek
LLM-Parameterized_Reference_Scoring,4,Appliance,0.9795,0.9846,0.9846,1.0,0.037,0.077,2.0811,0.0523,0.0956,0.0,0.0,0.081,0.1309,0.0,0.0,65,0,0,deepseek
LLM-Parameterized_Reference_Scoring,4,Shower,0.7889,0.8167,0.8,0.95,0.0622,0.1067,1.7154,0.0791,0.0798,0.0624,0.0274,0.122,0.1212,0.0914,0.0872,60,0,0,deepseek
LLM-Parameterized_Reference_Scoring,5,Overall,0.894,0.9077,0.9026,0.9744,0.0517,0.1075,2.0793,0.0759,0.0887,0.0186,0.0236,0.1377,0.1448,0.049,0.0628,195,0,195,deepseek
LLM-Parameterized_Reference_Scoring,5,HVAC,0.9238,0.9357,0.9286,0.9857,0.0531,0.1238,2.3315,0.0918,0.0877,0.0,0.0329,0.1792,0.166,0.0,0.0411,70,0,0,deepseek
LLM-Parameterized_Reference_Scoring,5,Appliance,0.9795,0.9846,0.9846,1.0,0.0382,0.0837,2.1911,0.0553,0.0975,0.0,0.0,0.0921,0.1398,0.0,0.0,65,0,0,deepseek
LLM-Parameterized_Reference_Scoring,5,Shower,0.7667,0.7917,0.7833,0.9333,0.0648,0.11,1.6975,0.0797,0.0803,0.0605,0.0384,0.1223,0.1217,0.0884,0.1041,60,0,0,deepseek
