scenario_id,decision_type,matched,max_abs_score_diff,ranks_identical
87,Appliance,True,0.0,True
88,Appliance,True,0.0,True
89,Appliance,True,0.0,True
90,Appliance,True,0.0,True
91,Appliance,True,0.0,True
92,Appliance,True,0.0,True
93,Appliance,True,0.0,True
94,Appliance,True,0.0,True
95,Appliance,True,0.0,True
96,Appliance,True,0.0,True
97,Appliance,True,0.0,True
98,Appliance,True,0.0,True
99,Appliance,True,0.0,True
100,Appliance,True,0.0,True
101,Appliance,True,0.0,True
102,Appliance,True,0.0,True
103,Appliance,True,0.0,True
104,Appliance,True,0.0,True
105,Appliance,True,0.0,True
106,Appliance,True,0.0,True
107,Appliance,True,0.0,True
108,Appliance,True,0.0,True
109,Appliance,True,0.0,True
110,Appliance,True,0.0,True
111,Appliance,True,0.0,True
112,Appliance,True,0.0,True
113,Appliance,True,0.0,True
114,Appliance,True,0.0,True
115,Appliance,True,0.0,True
116,Appliance,True,0.0,True
117,Appliance,True,0.0,True
118,Appliance,True,0.0,True
119,Appliance,True,0.0,True
120,Appliance,True,0.0,True
121,Appliance,True,0.0,True
122,Appliance,True,0.0,True
123,Appliance,True,0.0,True
124,Appliance,True,0.0,True
125,Appliance,True,0.0,True
126,Appliance,True,0.0,True
127,Appliance,True,0.0,True
128,Appliance,True,0.0,True
129,Appliance,True,0.0,True
130,Appliance,True,0.0,True
131,Appliance,True,0.0,True
132,Appliance,True,0.0,True
133,Appliance,True,0.0,True
134,Appliance,True,0.0,True
135,Appliance,True,0.0,True
136,Shower,True,0.0,True
137,Shower,True,0.0,True
138,Shower,True,0.0,True
139,Shower,True,0.0,True
140,Shower,True,0.0,True
141,Shower,True,0.0,True
142,Shower,True,0.0,True
143,Shower,True,0.0,True
144,Shower,True,0.0,True
145,Shower,True,0.0,True
146,Shower,True,0.0,True
147,Shower,True,0.0,True
148,Shower,True,0.0,True
149,Shower,True,0.0,True
150,Shower,True,0.0,True
151,Shower,True,0.0,True
152,Shower,True,0.0,True
153,Shower,True,0.0,True
154,Shower,True,0.0,True
155,Shower,True,0.0,True
156,Shower,True,0.0,True
157,Shower,True,0.0,True
158,Shower,True,0.0,True
159,Shower,True,0.0,True
160,Shower,True,0.0,True
161,Shower,True,0.0,True
162,Shower,True,0.0,True
163,Shower,True,0.0,True
164,Shower,True,0.0,True
165,Shower,True,0.0,True
166,Shower,True,0.0,True
167,Shower,True,0.0,True
168,Shower,True,0.0,True
169,Shower,True,0.0,True
170,Shower,True,0.0,True
171,Shower,True,0.0,True
172,Shower,True,0.0,True
173,Shower,True,0.0,True
174,Shower,True,0.0,True
175,Shower,True,0.0,True
176,Shower,True,0.0,True
177,Shower,True,0.0,True
178,Shower,True,0.0,True
179,Shower,True,0.0,True
180,Shower,True,0.0,True
181,Shower,True,0.0,True
182,Shower,True,0.0,True
183,Shower,True,0.0,True
184,Shower,True,0.0,True
185,Shower,True,0.0,True
186,Shower,True,0.0,True
187,Shower,True,0.0,True
188,Shower,True,0.0,True
189,Shower,True,0.0,True
190,Shower,True,0.0,True
191,Shower,True,0.0,True
192,Shower,True,0.0,True
193,Shower,True,0.0,True
194,Shower,True,0.0,True
195,Shower,True,0.0,True
