scenario_id,description,location,occupants,gpm,utility_budget,housing_type,outdoor_temp,alternative,duration_min,energy_cost_score,environmental_score,comfort_score,practicality_score,mavt_score,rank,raw_kwh,raw_cost,raw_water_gallons
12,How long should I shower?,"Doylestown, PA",3,2.5,310,Single-family,85,6,6.0,8.87,8.89,8.42,5.01,8.207999999999998,1,1.5922065344818799,0.3025192415515572,15.0
12,How long should I shower?,"Doylestown, PA",3,2.5,310,Single-family,85,9,9.0,7.75,7.78,9.78,5.19,7.7825,2,2.3883098017228197,0.4537788623273358,22.5
12,How long should I shower?,"Doylestown, PA",3,2.5,310,Single-family,85,12,12.0,6.63,6.67,9.21,6.69,7.169,3,3.1844130689637598,0.6050384831031144,30.0
13,How long should I shower?,"Media, PA",4,3.5,280,Townhouse,25,6,6.0,6.41,8.0,8.42,1.51,6.6335,1,3.343633722411948,0.6352904072582701,21.0
13,How long should I shower?,"Media, PA",4,3.5,280,Townhouse,25,10,10.0,3.27,5.93,8.82,5.71,5.677,2,5.5727228706865795,1.0588173454304501,35.0
13,How long should I shower?,"Media, PA",4,3.5,280,Townhouse,25,15,15.0,0.0,3.33,5.53,5.19,3.0500000000000003,3,8.359084306029871,1.5882260181456755,52.5
14,How long should I shower?,"Norristown, PA",3,3.5,300,Apartment,90,7,7.0,7.45,7.48,9.32,3.07,7.177499999999999,1,2.600604006320404,0.4941147612008768,24.5
14,How long should I shower?,"Norristown, PA",3,3.5,300,Apartment,90,12,12.0,4.84,4.89,9.21,6.69,6.009,2,4.458178296549264,0.8470538763443601,42.0
14,How long should I shower?,"Norristown, PA",3,3.5,300,Apartment,90,16,16.0,2.75,2.81,8.23,4.81,4.176,3,5.944237728732352,1.1294051684591468,56.0
15,How long should I shower?,"King of Prussia, PA",6,4.0,390,Single-family,15,12,12.0,0.35,4.0,6.77,6.69,3.8625,1,7.642591365513023,1.4520923594474744,48.0
15,How long should I shower?,"King of Prussia, PA",6,4.0,390,Single-family,15,15,15.0,0.0,2.22,4.5,5.19,2.4555000000000002,2,9.553239206891277,1.8151154493093427,60.0
15,How long should I shower?,"King of Prussia, PA",6,4.0,390,Single-family,15,18,18.0,0.0,0.44,0.64,4.02,0.8849999999999999,3,11.463887048269534,2.1781385391712114,72.0
16,How long should I shower?,"Pottstown, PA",2,2.0,210,Apartment,78,5,5.0,9.62,9.63,7.43,3.48,8.2645,2,1.06147102298792,0.20167949436770483,10.0
16,How long should I shower?,"Pottstown, PA",2,2.0,210,Apartment,78,8,8.0,8.72,8.74,9.96,7.6,8.807,1,1.698353636780672,0.32268719098832765,16.0
16,How long should I shower?,"Pottstown, PA",2,2.0,210,Apartment,78,12,12.0,7.53,7.56,9.21,6.69,7.7505,3,2.547530455171008,0.48403078648249154,24.0
17,How long should I shower?,"Exton, PA",5,4.0,410,Townhouse,88,10,10.0,5.14,5.19,8.06,5.71,5.826999999999999,1,4.245884091951679,0.8067179774708191,40.0
17,How long should I shower?,"Exton, PA",5,4.0,410,Townhouse,88,14,14.0,2.75,2.81,5.31,5.71,3.727,2,5.944237728732352,1.1294051684591468,56.0
17,How long should I shower?,"Exton, PA",5,4.0,410,Townhouse,88,18,18.0,0.35,0.44,0.64,4.02,0.9899999999999999,3,7.642591365513023,1.4520923594474744,72.0
18,How long should I shower?,"Newtown, PA",4,2.0,230,Apartment,22,2,2.0,10.0,10.0,0.0,1.51,6.7265,3,0.6368826137927519,0.12100769662062287,4.0
18,How long should I shower?,"Newtown, PA",4,2.0,230,Apartment,22,3,3.0,9.77,10.0,2.86,2.2,7.332999999999999,2,0.955323920689128,0.18151154493093433,6.0
18,How long should I shower?,"Newtown, PA",4,2.0,230,Apartment,22,5,5.0,8.87,9.63,5.63,1.51,7.3839999999999995,1,1.5922065344818799,0.3025192415515572,10.0
19,How long should I shower?,"Wilkes-Barre, PA",5,2.5,260,Townhouse,80,3,3.0,9.99,10.0,5.13,1.51,7.749499999999999,2,0.79610326724094,0.15125962077577862,7.5
19,How long should I shower?,"Wilkes-Barre, PA",5,2.5,260,Townhouse,80,5,5.0,9.24,9.26,7.43,1.51,7.725499999999999,3,1.3268387787349,0.252099367959631,12.5
19,How long should I shower?,"Wilkes-Barre, PA",5,2.5,260,Townhouse,80,8,8.0,8.12,8.15,9.9,4.64,7.964499999999999,1,2.12294204597584,0.40335898873540965,20.0
20,How long should I shower?,"Phoenixville, PA",7,3.0,430,Single-family,12,8,8.0,5.73,7.56,9.9,4.64,7.041,1,3.821295682756512,0.7260461797237373,24.0
20,How long should I shower?,"Phoenixville, PA",7,3.0,430,Single-family,12,12,12.0,3.04,5.78,7.62,6.69,5.4624999999999995,2,5.731943524134769,1.0890692695856061,36.0
20,How long should I shower?,"Phoenixville, PA",7,3.0,430,Single-family,12,15,15.0,1.03,4.44,5.53,5.19,3.7475000000000005,3,7.1649294051684596,1.3613365869820073,45.0
21,How long should I shower?,"Greensburg, PA",2,2.0,300,Single-family,92,5,5.0,9.62,9.63,7.43,3.48,8.2645,2,1.06147102298792,0.20167949436770483,10.0
21,How long should I shower?,"Greensburg, PA",2,2.0,300,Single-family,92,8,8.0,8.72,8.74,9.96,7.6,8.807,1,1.698353636780672,0.32268719098832765,16.0
21,How long should I shower?,"Greensburg, PA",2,2.0,300,Single-family,92,12,12.0,7.53,7.56,9.21,9.25,8.1345,3,2.547530455171008,0.48403078648249154,24.0
22,How long should I shower?,"Hazleton, PA",3,3.5,250,Townhouse,30,5,5.0,7.19,8.52,7.43,1.51,6.851499999999999,1,2.7863614353432897,0.5294086727152251,17.5
22,How long should I shower?,"Hazleton, PA",3,3.5,250,Townhouse,30,8,8.0,4.84,6.96,9.96,4.64,6.576,2,4.458178296549264,0.8470538763443601,28.0
22,How long should I shower?,"Hazleton, PA",3,3.5,250,Townhouse,30,12,12.0,1.7,4.89,9.21,6.69,5.067,3,6.687267444823896,1.2705808145165403,42.0
23,How long should I shower?,"Altoona, PA",2,3.5,210,Apartment,70,4,4.0,8.9,9.04,6.34,2.86,7.531,1,1.5724582363797788,0.298767064912158,14.0
23,How long should I shower?,"Altoona, PA",2,3.5,210,Apartment,70,7,7.0,7.24,7.48,9.32,3.07,7.1145,2,2.7518019136646124,0.5228423635962763,24.5
23,How long should I shower?,"Altoona, PA",2,3.5,210,Apartment,70,10,10.0,5.58,5.93,9.59,5.71,6.524,3,3.9311455909494466,0.7469176622803949,35.0
24,How long should I shower?,"Chambersburg, PA",4,4.0,320,Single-family,55,4,4.0,8.16,8.74,6.34,2.86,7.204,1,2.093319598822689,0.3977307237763109,16.0
24,How long should I shower?,"Chambersburg, PA",4,4.0,320,Single-family,55,7,7.0,5.96,6.96,9.32,3.07,6.5485,2,3.6633092979397053,0.696028766608544,28.0
24,How long should I shower?,"Chambersburg, PA",4,4.0,320,Single-family,55,10,10.0,3.75,5.19,8.82,5.71,5.562,3,5.233298997056721,0.994326809440777,40.0
25,How long should I shower?,"Johnstown, PA",4,2.0,240,Townhouse,58,3,3.0,10.0,10.0,5.13,2.2,7.856,2,0.7627780141936447,0.1449278226967925,6.0
25,How long should I shower?,"Johnstown, PA",4,2.0,240,Townhouse,58,8,8.0,8.25,8.74,9.9,4.64,8.21,1,2.034074704516386,0.3864741938581134,16.0
25,How long should I shower?,"Johnstown, PA",4,2.0,240,Townhouse,58,15,15.0,5.74,6.67,5.53,5.19,5.941,3,3.8138900709682235,0.7246391134839625,30.0
26,How long should I shower?,"Lebanon, PA",2,2.5,195,Apartment,65,4,4.0,9.44,9.63,6.34,2.86,7.899500000000001,1,1.1848978861260502,0.22513059836394952,10.0
26,How long should I shower?,"Lebanon, PA",2,2.5,195,Apartment,65,10,10.0,6.94,7.41,9.59,5.71,7.449999999999999,2,2.962244715315125,0.5628264959098738,25.0
26,How long should I shower?,"Lebanon, PA",2,2.5,195,Apartment,65,18,18.0,3.61,4.44,7.43,4.02,4.726,3,5.332040487567225,1.0130876926377728,45.0
27,How long should I shower?,"Monroeville, PA",4,2.0,280,Single-family,50,5,5.0,9.18,9.63,7.43,3.48,8.1325,1,1.3700381808332456,0.26030725435831664,10.0
27,How long should I shower?,"Monroeville, PA",4,2.0,280,Single-family,50,12,12.0,6.48,7.56,7.62,6.69,7.1175,2,3.288091633999789,0.62473741045996,24.0
27,How long should I shower?,"Monroeville, PA",4,2.0,280,Single-family,50,20,20.0,3.4,5.19,0.0,3.17,3.312,3,5.480152723332982,1.0412290174332666,40.0
28,How long should I shower?,"Stroudsburg, PA",2,2.5,185,Apartment,40,2,2.0,10.0,10.0,1.79,1.51,7.084499999999999,2,0.7467325219856878,0.14187917917728068,5.0
28,How long should I shower?,"Stroudsburg, PA",2,2.5,185,Apartment,40,7,7.0,7.43,8.52,9.32,6.37,8.0305,1,2.6135638269499077,0.49657712712048246,17.5
28,How long should I shower?,"Stroudsburg, PA",2,2.5,185,Apartment,40,14,14.0,3.75,5.93,8.81,5.71,5.819,3,5.2271276538998155,0.9931542542409649,35.0
29,How long should I shower?,"Carlisle, PA",3,2.0,255,Townhouse,72,6,6.0,9.26,9.33,8.42,5.01,8.479,1,1.3181988983152306,0.2504577906798938,12.0
29,How long should I shower?,"Carlisle, PA",3,2.0,255,Townhouse,72,10,10.0,8.02,8.15,9.59,5.71,8.033,2,2.1969981638587175,0.41742965113315633,20.0
29,How long should I shower?,"Carlisle, PA",3,2.0,255,Townhouse,72,16,16.0,6.16,6.37,8.23,4.81,6.444999999999999,3,3.5151970621739483,0.6678874418130502,32.0
30,How long should I shower?,"Coatesville, PA",2,2.0,200,Apartment,52,5,5.0,9.22,9.63,5.63,3.48,7.7845,2,1.3453528082056192,0.2556170335590677,10.0
30,How long should I shower?,"Coatesville, PA",2,2.0,200,Apartment,52,8,8.0,8.08,8.74,8.56,7.6,8.335,1,2.152564493128991,0.4089872536945083,16.0
30,How long should I shower?,"Coatesville, PA",2,2.0,200,Apartment,52,12,12.0,6.57,7.56,7.7,6.69,7.1605,3,3.2288467396934863,0.6134808805417624,24.0
31,How long should I shower?,"DuBois, PA",3,2.5,240,Single-family,45,5,5.0,8.59,9.26,5.63,3.48,7.466,1,1.7896895155028878,0.3400410079455487,12.5
31,How long should I shower?,"DuBois, PA",3,2.5,240,Single-family,45,8,8.0,7.08,8.15,8.56,4.64,7.384499999999999,2,2.863503224804621,0.544065612712878,20.0
31,How long should I shower?,"DuBois, PA",3,2.5,240,Single-family,45,12,12.0,5.07,6.67,7.7,6.69,6.399,3,4.295254837206931,0.8160984190693169,30.0
32,How long should I shower?,"Gettysburg, PA",2,2.0,205,Townhouse,60,5,5.0,9.36,9.63,7.43,3.48,8.186499999999999,2,1.2466113176951152,0.2368561503620719,10.0
32,How long should I shower?,"Gettysburg, PA",2,2.0,205,Townhouse,60,8,8.0,8.3,8.74,9.96,7.6,8.681,1,1.994578108312184,0.378969840579315,16.0
32,How long should I shower?,"Gettysburg, PA",2,2.0,205,Townhouse,60,12,12.0,6.9,7.56,9.21,6.69,7.5615,3,2.991867162468276,0.5684547608689725,24.0
33,How long should I shower?,"Chester, PA",3,2.5,260,Single-family,55,5,5.0,8.81,9.26,7.43,3.48,7.892,2,1.6354059365802256,0.3107271279502429,12.5
33,How long should I shower?,"Chester, PA",3,2.5,260,Single-family,55,8,8.0,7.43,8.15,9.96,7.6,8.2135,1,2.6166494985283606,0.4971634047203885,20.0
33,How long should I shower?,"Chester, PA",3,2.5,260,Single-family,55,12,12.0,5.59,6.67,9.21,6.69,6.857,3,3.9249742477925413,0.7457451070805828,30.0
34,How long should I shower?,"Easton, PA",4,2.5,290,Single-family,48,5,5.0,8.66,9.26,6.57,3.48,7.675,1,1.7434044418260892,0.33124684394695697,12.5
34,How long should I shower?,"Easton, PA",4,2.5,290,Single-family,48,8,8.0,7.19,8.15,9.22,4.64,7.5495,2,2.789447106921743,0.5299949503151312,20.0
34,How long should I shower?,"Easton, PA",4,2.5,290,Single-family,48,12,12.0,5.22,6.67,6.77,6.69,6.258,3,4.184170660382614,0.7949924254726968,30.0
35,How long should I shower?,"Butler, PA",5,2.5,320,Single-family,55,8,8.0,7.43,8.15,9.9,4.64,7.7575,1,2.6166494985283606,0.4971634047203885,20.0
35,How long should I shower?,"Butler, PA",5,2.5,320,Single-family,55,10,10.0,6.51,7.41,8.82,5.71,7.167,2,3.270811873160451,0.6214542559004858,25.0
35,How long should I shower?,"Butler, PA",5,2.5,320,Single-family,55,12,12.0,5.59,6.67,7.62,6.69,6.539,3,3.9249742477925413,0.7457451070805828,30.0
36,How long should I shower?,"Meadville, PA",4,3.0,280,Single-family,50,8,8.0,6.48,7.56,9.9,4.64,7.266,1,3.288091633999789,0.62473741045996,24.0
36,How long should I shower?,"Meadville, PA",4,3.0,280,Single-family,50,10,10.0,5.33,6.67,8.82,5.71,6.553999999999999,2,4.110114542499736,0.7809217630749499,30.0
36,How long should I shower?,"Meadville, PA",4,3.0,280,Single-family,50,12,12.0,4.17,5.78,7.62,6.69,5.8015,3,4.932137450999684,0.93710611568994,36.0
37,How long should I shower?,"Indiana, PA",6,2.5,380,Single-family,60,8,8.0,7.6,8.15,9.9,4.64,7.8085,1,2.4932226353902305,0.4737123007241438,20.0
37,How long should I shower?,"Indiana, PA",6,2.5,380,Single-family,60,10,10.0,6.72,7.41,8.82,5.71,7.2299999999999995,2,3.1165282942377877,0.5921403759051797,25.0
37,How long should I shower?,"Indiana, PA",6,2.5,380,Single-family,60,12,12.0,5.85,6.67,7.62,6.69,6.616999999999999,3,3.7398339530853457,0.7105684510862157,30.0
38,How long should I shower?,"Oil City, PA",5,2.0,310,Single-family,55,8,8.0,8.16,8.74,9.9,4.64,8.183,1,2.093319598822689,0.3977307237763109,16.0
38,How long should I shower?,"Oil City, PA",5,2.0,310,Single-family,55,10,10.0,7.43,8.15,8.82,5.71,7.702,2,2.6166494985283606,0.4971634047203885,20.0
38,How long should I shower?,"Oil City, PA",5,2.0,310,Single-family,55,12,12.0,6.69,7.56,7.62,6.69,7.1805,3,3.1399793982340336,0.5965960856644664,24.0
39,How long should I shower?,"Uniontown, PA",7,2.5,430,Single-family,58,8,8.0,7.53,8.15,9.9,4.64,7.7875,1,2.5425933806454823,0.48309274232264166,20.0
39,How long should I shower?,"Uniontown, PA",7,2.5,430,Single-family,58,10,10.0,6.64,7.41,8.82,5.71,7.2059999999999995,2,3.178241725806853,0.6038659279033021,25.0
39,How long should I shower?,"Uniontown, PA",7,2.5,430,Single-family,58,12,12.0,5.74,6.67,7.62,6.69,6.584,3,3.8138900709682235,0.7246391134839625,30.0
40,How long should I shower?,"Erie, PA",3,2.5,265,Apartment,10,5,5.0,8.31,9.26,7.43,3.48,7.742,1,1.9902581681023497,0.3781490519394464,12.5
40,How long should I shower?,"Erie, PA",3,2.5,265,Apartment,10,8,8.0,6.63,8.15,9.96,4.64,7.5295,2,3.1844130689637598,0.6050384831031144,20.0
40,How long should I shower?,"Erie, PA",3,2.5,265,Apartment,10,12,12.0,4.39,6.67,9.21,6.69,6.497,3,4.776619603445639,0.9075577246546715,30.0
41,How long should I shower?,"Scranton, PA",2,2.0,200,Single-family,20,5,5.0,8.87,9.63,7.43,3.48,8.039499999999999,2,1.59220653448188,0.30251924155155724,10.0
41,How long should I shower?,"Scranton, PA",2,2.0,200,Single-family,20,8,8.0,7.53,8.74,9.96,7.6,8.45,1,2.547530455171008,0.48403078648249154,16.0
41,How long should I shower?,"Scranton, PA",2,2.0,200,Single-family,20,12,12.0,5.73,7.56,9.21,6.69,7.210500000000001,3,3.821295682756512,0.7260461797237373,24.0
42,How long should I shower?,"Stroudsburg, PA",3,2.5,250,Single-family,32,5,5.0,8.31,9.26,7.43,3.48,7.742,1,1.9902581681023497,0.3781490519394464,12.5
42,How long should I shower?,"Stroudsburg, PA",3,2.5,250,Single-family,32,8,8.0,6.63,8.15,9.96,4.64,7.5295,2,3.1844130689637598,0.6050384831031144,20.0
42,How long should I shower?,"Stroudsburg, PA",3,2.5,250,Single-family,32,12,12.0,4.39,6.67,9.21,6.69,6.497,3,4.776619603445639,0.9075577246546715,30.0
43,How long should I shower?,"Blue Bell, PA",2,2.0,195,Townhouse,75,5,5.0,9.62,9.63,7.43,3.48,8.2645,2,1.06147102298792,0.20167949436770483,10.0
43,How long should I shower?,"Blue Bell, PA",2,2.0,195,Townhouse,75,8,8.0,8.72,8.74,9.96,7.6,8.807,1,1.698353636780672,0.32268719098832765,16.0
43,How long should I shower?,"Blue Bell, PA",2,2.0,195,Townhouse,75,12,12.0,7.53,7.56,9.21,6.69,7.7505,3,2.547530455171008,0.48403078648249154,24.0
44,How long should I shower?,"Phoenixville, PA",3,2.5,260,Apartment,92,5,5.0,9.24,9.26,7.43,3.48,8.020999999999999,1,1.3268387787348999,0.25209936795963095,12.5
44,How long should I shower?,"Phoenixville, PA",3,2.5,260,Apartment,92,8,8.0,8.12,8.15,9.96,4.64,7.976499999999999,2,2.1229420459758397,0.40335898873540954,20.0
44,How long should I shower?,"Phoenixville, PA",3,2.5,260,Apartment,92,12,12.0,6.63,6.67,9.21,6.69,7.169,3,3.1844130689637598,0.6050384831031144,30.0
45,How long should I shower?,"Carlisle, PA",2,3.0,200,Apartment,42,4,4.0,8.63,9.33,6.34,2.86,7.5515,1,1.7625356056124997,0.33488176506637496,12.0
45,How long should I shower?,"Carlisle, PA",2,3.0,200,Apartment,42,7,7.0,6.77,8.0,9.32,3.07,7.155499999999999,2,3.0844373098218747,0.5860430888661562,21.0
45,How long should I shower?,"Carlisle, PA",2,3.0,200,Apartment,42,10,10.0,4.91,6.67,9.59,5.71,6.582,3,4.406339014031249,0.8372044126659374,30.0
46,How long should I shower?,"DuBois, PA",5,4.0,350,Single-family,38,4,4.0,7.69,8.74,6.34,1.51,6.860499999999999,1,2.429040666558403,0.4615177266460965,16.0
46,How long should I shower?,"DuBois, PA",5,4.0,350,Single-family,38,7,7.0,5.13,6.96,9.32,3.07,6.299499999999999,2,4.2508211664772055,0.8076560216306691,28.0
46,How long should I shower?,"DuBois, PA",5,4.0,350,Single-family,38,10,10.0,2.56,5.19,8.82,5.71,5.205,3,6.0726016663960065,1.1537943166152413,40.0
47,How long should I shower?,"Gettysburg, PA",3,2.0,235,Townhouse,55,1,1.0,10.0,10.0,0.24,1.51,6.7745,3,0.2616649498528361,0.049716340472038864,2.0
47,How long should I shower?,"Gettysburg, PA",3,2.0,235,Townhouse,55,6,6.0,8.9,9.33,8.42,5.01,8.370999999999999,1,1.5699896991170168,0.2982980428322332,12.0
47,How long should I shower?,"Gettysburg, PA",3,2.0,235,Townhouse,55,12,12.0,6.69,7.56,9.21,6.69,7.498500000000001,2,3.1399793982340336,0.5965960856644664,24.0
48,How long should I shower?,"Easton, PA",2,2.5,190,Apartment,62,7,7.0,8.1,8.52,9.32,6.37,8.231499999999999,1,2.138370403868106,0.4062903767349402,17.5
48,How long should I shower?,"Easton, PA",2,2.5,190,Apartment,62,14,14.0,5.09,5.93,8.81,5.71,6.221,2,4.276740807736212,0.8125807534698803,35.0
48,How long should I shower?,"Easton, PA",2,2.5,190,Apartment,62,22,22.0,1.65,2.96,5.63,2.27,2.9975,3,6.720592697871191,1.2769126125955264,55.0
49,How long should I shower?,"Butler, PA",3,2.0,245,Single-family,50,5,5.0,9.18,9.63,5.63,3.48,7.772500000000001,2,1.3700381808332456,0.26030725435831664,10.0
49,How long should I shower?,"Butler, PA",3,2.0,245,Single-family,50,8,8.0,8.03,8.74,8.56,4.64,7.8759999999999994,1,2.1920610893331927,0.4164916069733066,16.0
49,How long should I shower?,"Butler, PA",3,2.0,245,Single-family,50,12,12.0,6.48,7.56,7.7,6.69,7.1335,3,3.288091633999789,0.62473741045996,24.0
50,How long should I shower?,"Hazleton, PA",2,2.5,205,Apartment,58,5,5.0,8.87,9.26,6.57,3.48,7.7379999999999995,2,1.5891208629034264,0.30193296395165103,12.5
50,How long should I shower?,"Hazleton, PA",2,2.5,205,Apartment,58,8,8.0,7.53,8.15,9.29,7.6,8.109499999999999,1,2.5425933806454823,0.48309274232264166,20.0
50,How long should I shower?,"Hazleton, PA",2,2.5,205,Apartment,58,12,12.0,5.74,6.67,8.48,6.69,6.755999999999999,3,3.8138900709682235,0.7246391134839625,30.0
51,How long should I shower?,"Lebanon, PA",4,2.5,260,Townhouse,55,6,6.0,8.35,8.89,8.42,1.51,7.527,2,1.9624871238962707,0.3728725535402914,15.0
51,How long should I shower?,"Lebanon, PA",4,2.5,260,Townhouse,55,8,8.0,7.43,8.15,9.9,4.64,7.7575,1,2.6166494985283606,0.4971634047203885,20.0
51,How long should I shower?,"Lebanon, PA",4,2.5,260,Townhouse,55,10,10.0,6.51,7.41,8.82,5.71,7.167,3,3.270811873160451,0.6214542559004858,25.0
52,How long should I shower?,"Monroeville, PA",8,2.5,490,Single-family,58,8,8.0,7.53,8.15,9.9,4.64,7.7875,1,2.5425933806454823,0.48309274232264166,20.0
52,How long should I shower?,"Monroeville, PA",8,2.5,490,Single-family,58,10,10.0,6.64,7.41,8.82,5.71,7.2059999999999995,2,3.178241725806853,0.6038659279033021,25.0
52,How long should I shower?,"Monroeville, PA",8,2.5,490,Single-family,58,12,12.0,5.74,6.67,7.62,6.69,6.584,3,3.8138900709682235,0.7246391134839625,30.0
53,How long should I shower?,"Bradford, PA",2,2.0,190,Single-family,5,5,5.0,8.87,9.63,7.43,3.48,8.039499999999999,2,1.59220653448188,0.30251924155155724,10.0
